q1_1,q2_5,q3_2,q4_4,q5_6,q6_1,q7_1,57032
q1_7,q2_7,q3_1,q4_3,q5_1,q6_1,q7_1,33592
q1_1,q2_3,q3_6,q4_1,q5_1,q6_1,q7_1,45191
q1_1,q2_1,q3_4,q4_3,q5_1,q6_1,q7_5,64336
q1_1,q2_2,q3_1,q4_5,q5_5,q6_3,q7_2,55328
q1_4,q2_1,q3_1,q4_1,q5_6,q6_1,q7_1,63665
q1_1,q2_1,q3_7,q4_2,q5_1,q6_1,q7_1,23920
q1_1,q2_5,q3_1,q4_1,q5_2,q6_1,q7_7,55143
q1_1,q2_5,q3_1,q4_1,q5_2,q6_1,q7_7,5224
