q1_6,q2_4,q3_3,q4_5,q5_2,q6_1,q7_7,35440
q1_1,q2_7,q3_7,q4_7,q5_1,q6_1,q7_1,27312
q1_7,q2_4,q3_5,q4_1,q5_3,q6_7,q7_7,34216
q1_7,q2_1,q3_7,q4_5,q5_3,q6_7,q7_7,58032
q1_7,q2_4,q3_4,q4_1,q5_1,q6_7,q7_7,29968
q1_5,q2_2,q3_3,q4_5,q5_7,q6_1,q7_1,27463
q1_5,q2_1,q3_6,q4_5,q5_7,q6_6,q7_1,32520
q1_1,q2_7,q3_6,q4_1,q5_1,q6_5,q7_7,52641
q1_1,q2_7,q3_6,q4_1,q5_1,q6_5,q7_7,3376
