q1_3,q2_6,q3_1,q4_7,q5_1,q6_1,q7_7,28128
q1_7,q2_3,q3_1,q4_1,q5_1,q6_4,q7_4,97775
q1_7,q2_3,q3_7,q4_1,q5_1,q6_6,q7_5,32744
q1_1,q2_1,q3_2,q4_4,q5_1,q6_1,q7_3,53537
q1_7,q2_1,q3_1,q4_1,q5_1,q6_7,q7_6,21174
q1_6,q2_2,q3_3,q4_3,q5_7,q6_1,q7_1,42016
q1_1,q2_1,q3_6,q4_4,q5_7,q6_1,q7_2,28953
q1_1,q2_6,q3_1,q4_1,q5_1,q6_7,q7_7,29048
q1_1,q2_6,q3_1,q4_1,q5_1,q6_7,q7_7,1416
