name,seq,Plod,Condtion,Answer,Corr,Time
,18,Tamanid,17,,7,
,18,Tamanid,17,,1,
,18,Tamanid,17,,1,
,18,Ake,16,,1,
,18,Ake,16,,1,
,18,Ake,16,,1,
,18,Ake,16,,1,
,18,Ake,16,,7,
,18,Ake,16,,7,
,18,Ake,16,,7,
,18,Finger,17,,1,
,18,Finger,17,,7,
,18,Finger,17,,7,
,18,Finger,17,,1,
,18,Finger,17,,1,
,18,Finger,17,,1,
,18,Finger,17,,7,
,19,Ackee,15,,1,
,19,Ackee,15,,7,
,19,Ackee,15,,1,
,19,Ackee,15,,7,
,19,Ackee,15,,1,
,19,Ackee,15,,1,
,19,Ackee,15,,7,
,19,Gac,14,,7,
,19,Gac,14,,7,
,19,Gac,14,,7,
,19,Gac,14,,1,
,19,Gac,14,,1,
,19,Gac,14,,1,
,19,Gac,14,,1,
,19,ZF,14,,7,
,19,ZF,14,,1,
,19,ZF,14,,7,
,19,ZF,14,,1,
,19,ZF,14,,1,
,19,ZF,14,,7,
,19,ZF,14,,1,
,19,Noni,15,,1,
,19,Noni,15,,1,
,19,Noni,15,,7,
,19,Noni,15,,1,
,19,Noni,15,,1,
,19,Noni,15,,7,
,19,Noni,15,,7,
,19,Sapota,16,,7,
,19,Sapota,16,,1,
,19,Sapota,16,,1,
,19,Sapota,16,,1,
,19,Sapota,16,,1,
,19,Sapota,16,,7,
,19,Sapota,16,,7,
,19,Tamanid,17,,7,
,19,Tamanid,17,,1,
,19,Tamanid,17,,7,
,19,Tamanid,17,,1,
,19,Tamanid,17,,7,
,19,Tamanid,17,,1,
,19,Tamanid,17,,1,
,19,Ake,16,,1,
,19,Ake,16,,1,
,19,Ake,16,,1,
,19,Ake,16,,1,
,19,Ake,16,,7,
,19,Ake,16,,7,
,19,Ake,16,,7,
,19,Finger,17,,1,
,19,Finger,17,,7,
,19,Finger,17,,7,
,19,Finger,17,,1,
,19,Finger,17,,1,
,19,Finger,17,,1,
,19,Finger,17,,7,
,20,Ackee,16,,1,
,20,Ackee,16,,7,
,20,Ackee,16,,1,
,20,Ackee,16,,7,
,20,Ackee,16,,1,
,20,Ackee,16,,1,
,20,Ackee,16,,7,
,20,Gac,15,,7,
,20,Gac,15,,7,
,20,Gac,15,,7,
,20,Gac,15,,1,
,20,Gac,15,,1,
,20,Gac,15,,1,
,20,Gac,15,,1,
,20,ZF,15,,7,
,20,ZF,15,,1,
,20,ZF,15,,7,
,20,ZF,15,,1,
,20,ZF,15,,1,
,20,ZF,15,,7,
,20,ZF,15,,1,
,20,Noni,16,,1,
,20,Noni,16,,1,
,20,Noni,16,,7,
,20,Noni,16,,1,
,20,Noni,16,,1,
,20,Noni,16,,7,
,20,Noni,16,,7,
,20,Sapota,17,,7,
,20,Sapota,17,,1,
,20,Sapota,17,,1,
,20,Sapota,17,,1,
,20,Sapota,17,,1,
,20,Sapota,17,,7,
,20,Sapota,17,,7,
,20,Tamanid,14,,7,
,20,Tamanid,14,,1,
,20,Tamanid,14,,7,
,20,Tamanid,14,,1,
,20,Tamanid,14,,7,
,20,Tamanid,14,,1,
,20,Tamanid,14,,1,
,20,Ake,17,,1,
,20,Ake,17,,1,
,20,Ake,17,,1,
,20,Ake,17,,1,
,20,Ake,17,,7,
,20,Ake,17,,7,
,20,Ake,17,,7,
,20,Finger,14,,1,
,20,Finger,14,,7,
,20,Finger,14,,7,
,20,Finger,14,,1,
,20,Finger,14,,1,
,20,Finger,14,,1,
,20,Finger,14,,7,
