q1_2,q2_1,q3_2,q4_5,q5_1,q6_1,q7_7,27921
q1_5,q2_6,q3_5,q4_2,q5_1,q6_6,q7_2,62966
q1_7,q2_1,q3_1,q4_1,q5_1,q6_6,q7_6,27056
q1_7,q2_1,q3_6,q4_1,q5_1,q6_1,q7_7,44024
q1_7,q2_1,q3_3,q4_1,q5_1,q6_1,q7_2,27136
q1_1,q2_2,q3_7,q4_3,q5_7,q6_1,q7_1,36769
q1_1,q2_1,q3_1,q4_1,q5_7,q6_7,q7_7,16239
q1_1,q2_2,q3_2,q4_6,q5_2,q6_1,q7_5,44968
q1_1,q2_2,q3_2,q4_6,q5_2,q6_1,q7_5,1737
