sound_code,слово,sound,sound_trigger,метка_seq1,название категории,,pic_name,№_pic,pic,№_old,pic_code,pic_file,pic_trigger,quest1_a,quest1_a_sound_id,quest1_a_sound,quest1_a_trigger,ans,quest1_b,quest1_b_sound_id,quest1_b_sound,quest1_b_sound_trigger,quest2_b,quest2_b_sound_id,quest2_b_sound,ans,quest2_b_sound_trigger,ac_col,Дистракторы,dis_for_EE,dis_for_FM,Экспл_реал,FM_цель,FM_Экспл_реал,,Тропики,Огород,Тропики_короткие,Ogorod_short,,,,,,,Новые_понятия,,Известные_понятия
1206,Banan,sound\\Banan.wav,105,11,экспл_реал_с_названием,экспл,Banan,_3,Banan_3,,2003,pics\\Banan_3.jpg,200,,0,0,0,0,,291,sound\\Vot.wav,801,,31,sound\\On_zharenniy.wav,нет,804,2183,pics\\dis18.jpg,pics\\dis18.jpg,,pics\\Banan_3.jpg,0,pics\\Tikva_3.jpg,pics\\Tikva,,pics\\Tikva_3.jpg,,,,,,,,0.474583779,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav
1206,Banan,sound\\Banan.wav,105,11,экспл_реал_с_названием,экспл,Banan,_4,Banan_4,,2004,pics\\Banan_4.jpg,200,,0,0,0,0,,292,sound\\Eto.wav,801,,32,sound\\Sladriy_li_on.wav,да,804,2215,pics\\dis62.jpg,pics\\dis62.jpg,,pics\\Banan_4.jpg,0,pics\\Tikva_4.jpg,pics\\Tikva,,pics\\Tikva_4.jpg,,,,,,,,0.016840919,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav
1206,Banan,sound\\Banan.wav,105,11,экспл_реал_с_названием,экспл,Banan,_5,Banan_5,,2005,pics\\Banan_5.jpg,200,,0,0,0,0,,293,sound\\Na_kartinke.wav,801,,33,sound\\Vlazhniy_li_on.wav,нет,804,2182,pics\\dis30.jpg,pics\\dis30.jpg,,pics\\Banan_5.jpg,0,pics\\Tikva_5.jpg,pics\\Tikva,,pics\\Tikva_5.jpg,,,,,,,,0.589370899,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav
1206,Banan,sound\\Banan.wav,105,11,экспл_реал_с_названием,экспл,Banan,_6,Banan_6,,2006,pics\\Banan_6.jpg,200,,0,0,0,0,,294,sound\\Na_monitore.wav,801,,34,sound\\On_sedobniy.wav,да,804,2225,pics\\dis9.jpg,pics\\dis9.jpg,,pics\\Banan_6.jpg,0,pics\\Tikva_6.jpg,pics\\Tikva,,pics\\Tikva_6.jpg,,,,,,,,0.374050934,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav
1206,Banan,sound\\Banan.wav,105,11,экспл_реал_с_названием,экспл,Banan,_7,Banan_7,,2007,pics\\Banan_7.jpg,200,,0,0,0,0,,295,sound\\Pered_vami.wav,801,,35,sound\\Sireneviy_li_on.wav,нет,804,2214,pics\\dis63.jpg,pics\\dis63.jpg,,pics\\Banan_7.jpg,0,pics\\Tikva_7.jpg,pics\\Tikva,,pics\\Tikva_7.jpg,,,,,,,,0.869564355,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav
1206,Banan,sound\\Banan.wav,105,11,экспл_реал_с_названием,экспл,Banan,_8,Banan_8,,2008,pics\\Banan_8.jpg,200,,0,0,0,0,,296,sound\\Vi_vidite.wav,801,,40,sound\\On_repchatiy.wav,нет,804,2226,pics\\dis11.jpg,pics\\dis11.jpg,,pics\\Banan_8.jpg,0,pics\\Tikva_8.jpg,pics\\Tikva,,pics\\Tikva_8.jpg,,,,,,,,0.712299475,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav
299,Date,sound\\Tropicheskiy_plod.wav,118,12,импл_реал_без_названия,импл_,Finik,_1,Finik_1,,2009,pics\\Finik_1.jpg,201,,169,sound\\Korichneviy_li.wav,801,да,,0,0,0,,0,0,0,0,2021,pics\\Goroh_5.jpg,0,pics\\Goroh_5.jpg,,sound\\Tropic,,,,,,,,,,,pics\\Goroh_5.jpg,0.540459517,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav
299,Date,sound\\Tropicheskiy_plod.wav,118,12,импл_реал_без_названия,импл_,Finik,_2,Finik_2,,2010,pics\\Finik_2.jpg,201,,170,sound\\Saharistiy_li.wav,801,да,,0,0,0,,0,0,0,0,2018,pics\\Goroh_2.jpg,0,pics\\Goroh_2.jpg,,sound\\Tropic,,,,,,,,,,,pics\\Goroh_2.jpg,0.316471537,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav
299,Date,sound\\Tropicheskiy_plod.wav,118,12,импл_реал_без_названия,импл_,Finik,_3,Finik_3,,2011,pics\\Finik_3.jpg,201,,171,sound\\Skolzskiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2162,pics\\Tikva_2.jpg,0,pics\\Tikva_2.jpg,,sound\\Tropic,,,,,,,,,,,pics\\Tikva_2.jpg,0.30767991,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav
299,Date,sound\\Tropicheskiy_plod.wav,118,12,импл_реал_без_названия,импл_,Finik,_4,Finik_4,,2012,pics\\Finik_4.jpg,201,,172,sound\\Lomkyi_li.wav,801,нет,,0,0,0,,0,0,0,0,2165,pics\\Tikva_5.jpg,0,pics\\Tikva_5.jpg,,sound\\Tropic,,,,,,,,,,,pics\\Tikva_5.jpg,0.378341075,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav
299,Date,sound\\Tropicheskiy_plod.wav,118,12,импл_реал_без_названия,импл_,Finik,_5,Finik_5,,2013,pics\\Finik_5.jpg,201,,173,sound\\Mochnatiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2168,pics\\Tikva_8.jpg,0,pics\\Tikva_8.jpg,,sound\\Tropic,,,,,,,,,,,pics\\Tikva_8.jpg,0.93971015,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav
299,Date,sound\\Tropicheskiy_plod.wav,118,12,импл_реал_без_названия,импл_,Finik,_6,Finik_6,,2014,pics\\Finik_6.jpg,201,,174,sound\\Smorshenniy_li.wav,801,да,,0,0,0,,0,0,0,0,2019,pics\\Goroh_3.jpg,0,pics\\Goroh_3.jpg,,sound\\Tropic,,,,,,,,,,,pics\\Goroh_3.jpg,0.461955855,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav
299,Date,sound\\Tropicheskiy_plod.wav,118,12,импл_реал_без_названия,импл_,Finik,_7,Finik_7,,2015,pics\\Finik_7.jpg,201,,175,sound\\S_kostochkoy_li.wav,801,да,,0,0,0,,0,0,0,0,2052,pics\\Redis_4.jpg,0,pics\\Redis_4.jpg,,sound\\Tropic,,,,,,,,,,,pics\\Redis_4.jpg,0.58383766,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav
299,Date,sound\\Tropicheskiy_plod.wav,118,12,импл_реал_без_названия,импл_,Finik,_8,Finik_8,,2016,pics\\Finik_8.jpg,201,,176,sound\\Treugolniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2020,pics\\Goroh_4.jpg,0,pics\\Goroh_4.jpg,,sound\\Tropic,,,,,,,,,,,pics\\Goroh_4.jpg,0.9358729,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav
300,Peas,sound\\Ogorodniy_plod.wav,119,13,экспл_реал_без_названия,экспл,Goroh,_1,Goroh_1,,2017,pics\\Goroh_1.jpg,202,,0,0,0,0,,289,sound\\Na_ecrane.wav,801,,49,sound\\Rihliy_li_on.wav,нет,804,2184,pics\\dis19.jpg,pics\\dis19.jpg,,pics\\Goroh_1.jpg,0,,,,,,,,,,,,0.004530102,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav
300,Peas,sound\\Ogorodniy_plod.wav,119,13,экспл_реал_без_названия,экспл,Goroh,_2,Goroh_2,,2018,pics\\Goroh_2.jpg,202,,0,0,0,0,,290,sound\\Posmotrite_vot.wav,801,,50,sound\\On_v_struchke.wav,да,804,2189,pics\\dis33.jpg,pics\\dis33.jpg,,pics\\Goroh_2.jpg,0,,,,,,,,,,,,0.532099498,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav
300,Peas,sound\\Ogorodniy_plod.wav,119,13,экспл_реал_без_названия,экспл,Goroh,_3,Goroh_3,,2019,pics\\Goroh_3.jpg,202,,0,0,0,0,,291,sound\\Vot.wav,801,,51,sound\\Yadovitiy_li_on.wav,нет,804,2209,pics\\dis51.jpg,pics\\dis51.jpg,,pics\\Goroh_3.jpg,0,,,,,,,,,,,,0.248226126,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav
300,Peas,sound\\Ogorodniy_plod.wav,119,13,экспл_реал_без_названия,экспл,Goroh,_4,Goroh_4,,2020,pics\\Goroh_4.jpg,202,,0,0,0,0,,292,sound\\Eto.wav,801,,52,sound\\On_polosatiy.wav,нет,804,2204,pics\\dis52.jpg,pics\\dis52.jpg,,pics\\Goroh_4.jpg,0,,,,,,,,,,,,0.946425453,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav
300,Peas,sound\\Ogorodniy_plod.wav,119,13,экспл_реал_без_названия,экспл,Goroh,_5,Goroh_5,,2021,pics\\Goroh_5.jpg,202,,0,0,0,0,,293,sound\\Na_kartinke.wav,801,,53,sound\\On_ploskiy.wav,да,804,2227,pics\\dis39.jpg,pics\\dis39.jpg,,pics\\Goroh_5.jpg,0,,,,,,,,,,,,0.113678908,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav
300,Peas,sound\\Ogorodniy_plod.wav,119,13,экспл_реал_без_названия,экспл,Goroh,_6,Goroh_6,,2022,pics\\Goroh_6.jpg,202,,0,0,0,0,,294,sound\\Na_monitore.wav,801,,54,sound\\On_tolsheniy.wav,нет,804,2205,pics\\dis46.jpg,pics\\dis46.jpg,,pics\\Goroh_6.jpg,0,,,,,,,,,,,,0.45512652,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav
300,Peas,sound\\Ogorodniy_plod.wav,119,13,экспл_реал_без_названия,экспл,Goroh,_7,Goroh_7,,2023,pics\\Goroh_7.jpg,202,,0,0,0,0,,295,sound\\Pered_vami.wav,801,,55,sound\\Zeleniy_li_on.wav,да,804,2175,pics\\dis5.jpg,pics\\dis5.jpg,,pics\\Goroh_7.jpg,0,,,,,,,,,,,,0.405456409,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav
300,Peas,sound\\Ogorodniy_plod.wav,119,13,экспл_реал_без_названия,экспл,Goroh,_8,Goroh_8,,2024,pics\\Goroh_8.jpg,202,,0,0,0,0,,296,sound\\Vi_vidite.wav,801,,56,sound\\Ligkiy_li_on.wav,да,804,2197,pics\\dis54.jpg,pics\\dis54.jpg,,pics\\Goroh_8.jpg,0,,,,,,,,,,,,0.913584593,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav
1209,Renan,sound\\Renan.wav,108,14,импл_новые_с_названием,импл_,Ackee,_1,Ackee_1,,2065,pics\\Ackee_1.jpg,208,,225,sound\\Sushenniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2008,pics\\Banan_8.jpg,0,pics\\Banan_8.jpg,,,pics\\Banan_1.jpg,,,,,,0.809205539,pics\\Banan_8.jpg,,,pics\\Banan_8.jpg,0.263090432,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,
1209,Renan,sound\\Renan.wav,108,14,импл_новые_с_названием,импл_,Ackee,_2,Ackee_2,,2066,pics\\Ackee_2.jpg,208,,226,sound\\S_vetochkoy_li.wav,801,да,,0,0,0,,0,0,0,0,2019,pics\\Goroh_3.jpg,0,pics\\Goroh_3.jpg,,,pics\\Banan_2.jpg,,,,,,0.621417821,pics\\Goroh_3.jpg,,,pics\\Goroh_3.jpg,0.535233375,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,
1209,Renan,sound\\Renan.wav,108,14,импл_новые_с_названием,импл_,Ackee,_3,Ackee_3,,2067,pics\\Ackee_3.jpg,208,,227,sound\\Rasskrit_li.wav,801,да,,0,0,0,,0,0,0,0,2045,pics\\Peper_5.jpg,0,pics\\Peper_5.jpg,,,pics\\Banan_3.jpg,,,,,,0.285478916,pics\\Peper_5.jpg,,,pics\\Peper_5.jpg,0.29175096,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,
1209,Renan,sound\\Renan.wav,108,14,импл_новые_с_названием,импл_,Ackee,_4,Ackee_4,,2068,pics\\Ackee_4.jpg,208,,228,sound\\Pushistiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2056,pics\\Redis_8.jpg,0,pics\\Redis_8.jpg,,,pics\\Banan_4.jpg,,,,,,0.132001568,pics\\Redis_8.jpg,,,pics\\Redis_8.jpg,0.003639587,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,
1209,Renan,sound\\Renan.wav,108,14,импл_новые_с_названием,импл_,Ackee,_5,Ackee_5,,2069,pics\\Ackee_5.jpg,208,,229,sound\\Kvadratniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2058,pics\\Tomat_2.jpg,0,pics\\Tomat_2.jpg,,,pics\\Banan_5.jpg,,,,,,0.096380236,pics\\Tomat_2.jpg,,,pics\\Tomat_2.jpg,0.730193487,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,
1209,Renan,sound\\Renan.wav,108,14,импл_новые_с_названием,импл_,Ackee,_6,Ackee_6,,2070,pics\\Ackee_6.jpg,208,,230,sound\\Sklizskiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2034,pics\\Limon_2.jpg,0,pics\\Limon_2.jpg,,,pics\\Banan_6.jpg,,,,,,0.400010649,pics\\Limon_2.jpg,,,pics\\Limon_2.jpg,0.997967743,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,
1209,Renan,sound\\Renan.wav,108,14,импл_новые_с_названием,импл_,Ackee,_7,Ackee_7,,2071,pics\\Ackee_7.jpg,208,,231,sound\\Uvyadshiy_li.wav,801,да,,0,0,0,,0,0,0,0,2015,pics\\Finik_7.jpg,0,pics\\Finik_7.jpg,,,pics\\Banan_7.jpg,,,,,,0.67375695,pics\\Finik_7.jpg,,,pics\\Finik_7.jpg,0.582328892,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,
1209,Renan,sound\\Renan.wav,108,14,импл_новые_с_названием,импл_,Ackee,_8,Ackee_8,,2072,pics\\Ackee_8.jpg,208,,232,sound\\Raznocvetniy_li.wav,801,да,,0,0,0,,0,0,0,0,2020,pics\\Goroh_4.jpg,0,pics\\Goroh_4.jpg,,,pics\\Banan_8.jpg,,,,,,0.619741017,pics\\Goroh_4.jpg,,,pics\\Goroh_4.jpg,0.371838797,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,
1210,Baroh,sound\\Baroh.wav,109,15,экспл_новые_с_названием,экспл,Ake,_1,Ake_1,,2073,pics\\Ake_1.jpg,209,,0,0,0,0,,289,sound\\Na_ecrane.wav,801,,105,sound\\On_imeet_myakot.wav,да,804,2217,pics\\dis58.jpg,pics\\dis58.jpg,,,,pics\\Finik_1.jpg,,,,,,0.296359359,pics\\Peper_3.jpg,,,,0.913684704,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,
1210,Baroh,sound\\Baroh.wav,109,15,экспл_новые_с_названием,экспл,Ake,_2,Ake_2,,2074,pics\\Ake_2.jpg,209,,0,0,0,0,,290,sound\\Posmotrite_vot.wav,801,,106,sound\\Prodolgovatiy_li_on.wav,да,804,2170,pics\\dis36.jpg,pics\\dis36.jpg,,,,pics\\Finik_2.jpg,,,,,,0.727673342,pics\\Finik_3.jpg,,,,0.876028722,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,
1210,Baroh,sound\\Baroh.wav,109,15,экспл_новые_с_названием,экспл,Ake,_3,Ake_3,,2075,pics\\Ake_3.jpg,209,,0,0,0,0,,291,sound\\Vot.wav,801,,107,sound\\Pyatnistiy_li_on.wav,нет,804,2178,pics\\dis34.jpg,pics\\dis34.jpg,,,,pics\\Finik_3.jpg,,,,,,0.964744606,pics\\Banan_2.jpg,,,,0.355217161,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,
1210,Baroh,sound\\Baroh.wav,109,15,экспл_новые_с_названием,экспл,Ake,_4,Ake_4,,2076,pics\\Ake_4.jpg,209,,0,0,0,0,,292,sound\\Eto.wav,801,,108,sound\\On_s_kozhuroy.wav,да,804,2203,pics\\dis53.jpg,pics\\dis53.jpg,,,,pics\\Finik_4.jpg,,,,,,0.325612687,pics\\Limon_5.jpg,,,,0.799902393,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,
1210,Baroh,sound\\Baroh.wav,109,15,экспл_новые_с_названием,экспл,Ake,_5,Ake_5,,2077,pics\\Ake_5.jpg,209,,0,0,0,0,,293,sound\\Na_kartinke.wav,801,,109,sound\\Fioletoviy_li_on.wav,да,804,2231,pics\\dis12.jpg,pics\\dis12.jpg,,,,pics\\Finik_5.jpg,,,,,,0.262384953,pics\\Peper_7.jpg,,,,0.654275163,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,
1210,Baroh,sound\\Baroh.wav,109,15,экспл_новые_с_названием,экспл,Ake,_6,Ake_6,,2078,pics\\Ake_6.jpg,209,,0,0,0,0,,294,sound\\Na_monitore.wav,801,,110,sound\\On_s_dolkami.wav,нет,804,2206,pics\\dis50.jpg,pics\\dis50.jpg,,,,pics\\Finik_6.jpg,,,,,,0.204491766,pics\\Redis_2.jpg,,,,0.35839905,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,
1210,Baroh,sound\\Baroh.wav,109,15,экспл_новые_с_названием,экспл,Ake,_7,Ake_7,,2079,pics\\Ake_7.jpg,209,,0,0,0,0,,295,sound\\Pered_vami.wav,801,,111,sound\\On_visushenniy.wav,нет,804,2173,pics\\dis37.jpg,pics\\dis37.jpg,,,,pics\\Finik_7.jpg,,,,,,0.164580017,pics\\Redis_4.jpg,,,,0.242069479,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,
1210,Baroh,sound\\Baroh.wav,109,15,экспл_новые_с_названием,экспл,Ake,_8,Ake_8,,2080,pics\\Ake_8.jpg,209,,0,0,0,0,,296,sound\\Vi_vidite.wav,801,,112,sound\\Myatiy_li_on.wav,нет,804,2224,pics\\dis29.jpg,pics\\dis29.jpg,,,,pics\\Finik_8.jpg,,,,,,0.00226648,pics\\Tomat_8.jpg,,,,0.920128201,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,
298,Liroh,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Finger,_1,Finger_1,,2081,pics\\Finger_1.jpg,210,,241,sound\\Vityanut_li.wav,801,да,,0,0,0,,0,0,0,0,2033,pics\\Limon_1.jpg,0,pics\\Limon_1.jpg,,,pics\\Goroh_1.jpg,,,,,,0.43003003,pics\\Limon_1.jpg,,,pics\\Limon_1.jpg,0.428393883,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,
298,Liroh,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Finger,_2,Finger_2,,2082,pics\\Finger_2.jpg,210,,242,sound\\Nadloman_li.wav,801,да,,0,0,0,,0,0,0,0,2026,pics\\Kokos_2.jpg,0,pics\\Kokos_2.jpg,,,pics\\Goroh_2.jpg,,,,,,0.501628367,pics\\Kokos_2.jpg,,,pics\\Kokos_2.jpg,0.300405497,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,
298,Liroh,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Finger,_3,Finger_3,,2083,pics\\Finger_3.jpg,210,,243,sound\\Volnistiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2029,pics\\Kokos_5.jpg,0,pics\\Kokos_5.jpg,,,pics\\Goroh_3.jpg,,,,,,0.472471763,pics\\Kokos_5.jpg,,,pics\\Kokos_5.jpg,0.468297274,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,
297,Liroh,sound\\Noviy_plod.wav,116,16,импл_новые_без_названия,импл_,Finger,_4,Finger_4,,2084,pics\\Finger_4.jpg,210,,244,sound\\Buriy_li.wav,801,да,,0,0,0,,0,0,0,0,2017,pics\\Goroh_1.jpg,0,pics\\Goroh_1.jpg,,,pics\\Goroh_4.jpg,,,,,,0.658105028,pics\\Goroh_1.jpg,,,pics\\Goroh_1.jpg,0.610574733,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,
297,Liroh,sound\\Noviy_plod.wav,116,16,импл_новые_без_названия,импл_,Finger,_5,Finger_5,,2085,pics\\Finger_5.jpg,210,,245,sound\\Vizhatiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2012,pics\\Finik_4.jpg,0,pics\\Finik_4.jpg,,,pics\\Goroh_5.jpg,,,,,,0.68556345,pics\\Finik_4.jpg,,,pics\\Finik_4.jpg,0.611228384,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,
297,Liroh,sound\\Noviy_plod.wav,116,16,импл_новые_без_названия,импл_,Finger,_6,Finger_6,,2086,pics\\Finger_6.jpg,210,,246,sound\\Obemniy_li.wav,801,да,,0,0,0,,0,0,0,0,2046,pics\\Peper_6.jpg,0,pics\\Peper_6.jpg,,,pics\\Goroh_6.jpg,,,,,,0.270072369,pics\\Peper_6.jpg,,,pics\\Peper_6.jpg,0.754650564,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,
298,Liroh,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Finger,_7,Finger_7,,2087,pics\\Finger_7.jpg,210,,247,sound\\Pustoy_li.wav,801,нет,,0,0,0,,0,0,0,0,2053,pics\\Redis_5.jpg,0,pics\\Redis_5.jpg,,,pics\\Goroh_7.jpg,,,,,,0.158383993,pics\\Redis_5.jpg,,,pics\\Redis_5.jpg,0.379013773,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,
298,Liroh,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Finger,_8,Finger_8,,2088,pics\\Finger_8.jpg,210,,248,sound\\Beliy_li.wav,801,нет,,0,0,0,,0,0,0,0,2036,pics\\Limon_4.jpg,0,pics\\Limon_4.jpg,,,pics\\Goroh_8.jpg,,,,,,0.349245703,pics\\Limon_4.jpg,,,pics\\Limon_4.jpg,0.255660991,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,
298,Fimon,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Gac,_1,Gac_1,,2089,pics\\Gac_1.jpg,211,,0,0,0,0,,289,sound\\Na_ecrane.wav,801,,121,sound\\Ispachkan_li_on.wav,нет,804,2190,pics\\dis27.jpg,pics\\dis27.jpg,,,,pics\\Kokos_1.jpg,,,,,,0.314935862,pics\\Limon_8.jpg,,,,0.048421653,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,
298,Fimon,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Gac,_2,Gac_2,,2090,pics\\Gac_2.jpg,211,,0,0,0,0,,290,sound\\Posmotrite_vot.wav,801,,122,sound\\On_farshirovanniy.wav,нет,804,2185,pics\\dis31.jpg,pics\\dis31.jpg,,,,pics\\Kokos_2.jpg,,,,,,0.482757421,pics\\Kokos_3.jpg,,,,0.240254551,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,
297,Fimon,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Gac,_3,Gac_3,,2091,pics\\Gac_3.jpg,211,,0,0,0,0,,291,sound\\Vot.wav,801,,123,sound\\On_razrezanniy.wav,да,804,2229,pics\\dis10.jpg,pics\\dis10.jpg,,,,pics\\Kokos_3.jpg,,,,,,0.067655094,pics\\Tomat_6.jpg,,,,0.535369954,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,
298,Fimon,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Gac,_4,Gac_4,,2092,pics\\Gac_4.jpg,211,,0,0,0,0,,292,sound\\Eto.wav,801,,124,sound\\On_s_lepestkami.wav,нет,804,2213,pics\\dis49.jpg,pics\\dis49.jpg,,,,pics\\Kokos_4.jpg,,,,,,0.6819788,pics\\Finik_5.jpg,,,,0.178308774,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,
297,Fimon,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Gac,_5,Gac_5,,2093,pics\\Gac_5.jpg,211,,0,0,0,0,,293,sound\\Na_kartinke.wav,801,,125,sound\\Kolyuchiy_li_on.wav,да,804,2223,pics\\dis15.jpg,pics\\dis15.jpg,,,,pics\\Kokos_5.jpg,,,,,,0.927655308,pics\\Banan_4.jpg,,,,0.786370984,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,
297,Fimon,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Gac,_6,Gac_6,,2094,pics\\Gac_6.jpg,211,,0,0,0,0,,294,sound\\Na_monitore.wav,801,,126,sound\\Oranzheviy_li_on.wav,да,804,2169,pics\\dis6.jpg,pics\\dis6.jpg,,,,pics\\Kokos_6.jpg,,,,,,0.169072415,pics\\Redis_3.jpg,,,,0.609670325,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,
298,Fimon,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Gac,_7,Gac_7,,2095,pics\\Gac_7.jpg,211,,0,0,0,0,,295,sound\\Pered_vami.wav,801,,127,sound\\On_zernistiy.wav,нет,804,2181,pics\\dis24.jpg,pics\\dis24.jpg,,,,pics\\Kokos_7.jpg,,,,,,0.601558406,pics\\Goroh_5.jpg,,,,0.218354208,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,
298,Fimon,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Gac,_8,Gac_8,,2096,pics\\Gac_8.jpg,211,,0,0,0,0,,296,sound\\Vi_vidite.wav,801,,128,sound\\Okruglya_li_on.wav,да,804,2219,pics\\dis17.jpg,pics\\dis17.jpg,,,,pics\\Kokos_8.jpg,,,,,,0.126996933,pics\\Tomat_1.jpg,,,,0.04310723,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,
1213,Codis,sound\\Codis.wav,112,14,импл_новые_с_названием,импл_,Noni,_1,Noni_1,,2113,pics\\Noni_1.jpg,212,,257,sound\\Beliy_li_vnutri.wav,801,да,,0,0,0,,0,0,0,0,2032,pics\\Kokos_8.jpg,0,pics\\Kokos_8.jpg,,,pics\\Limon_1.jpg,,,,,,0.455603728,pics\\Kokos_8.jpg,,,pics\\Kokos_8.jpg,0.729692069,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,
1213,Codis,sound\\Codis.wav,112,14,импл_новые_с_названием,импл_,Noni,_2,Noni_2,,2114,pics\\Noni_2.jpg,212,,258,sound\\Rebristiy_li.wav,801,да,,0,0,0,,0,0,0,0,2030,pics\\Kokos_6.jpg,0,pics\\Kokos_6.jpg,,,pics\\Limon_2.jpg,,,,,,0.467893157,pics\\Kokos_6.jpg,,,pics\\Kokos_6.jpg,0.905298421,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,
