pic,value,key,,,,,,,,,
Ackee_1_seq_15,26,16,,,,,,,,,
Ake_1_seq_15,19,16,,,,,,,,,
Finger_1_seq_15,20,16,,,,,,,,,
Gac_1_seq_15,32,16,,,,,,,,,
Noni_1_seq_15,27,16,,,,,,,,,
Sapota_1_seq_15,19,16,,,,,,,,,
Tamanid_1_seq_15,27,16,,,,,,,,,
ZF_1_seq_15,19,16,,,,,,,,,
Ackee_1_seq_17,26,16,,,,,,,,,
Ake_1_seq_17,19,16,,,,,,,,,
Finger_1_seq_17,20,16,,,,,,,,,
Gac_1_seq_17,32,16,,,,,,,,,
Noni_1_seq_17,27,16,,,,,,,,,
Sapota_1_seq_17,19,16,,,,,,,,,
Tamanid_1_seq_17,27,16,,,,,,,,,
ZF_1_seq_17,19,16,,,,,,,,,
Ackee_1_seq_19,26,16,,,,,,,,,
Ake_1_seq_19,19,16,,,,,,,,,
Finger_1_seq_19,20,16,,,,,,,,,
Gac_1_seq_19,32,16,,,,,,,,,
Noni_1_seq_19,27,16,,,,,,,,,
Sapota_1_seq_19,19,16,,,,,,,,,
Tamanid_1_seq_19,27,16,,,,,,,,,
ZF_1_seq_19,19,16,,,,,,,,,
Ackee_1_seq_21,26,16,,,,,,,,,
Ake_1_seq_21,19,16,,,,,,,,,
Finger_1_seq_21,20,16,,,,,,,,,
Gac_1_seq_21,32,16,,,,,,,,,
Noni_1_seq_21,27,16,,,,,,,,,
Sapota_1_seq_21,19,16,,,,,,,,,
Tamanid_1_seq_21,27,16,,,,,,,,,
ZF_1_seq_21,19,16,,,,,,,,,
Ackee_1_seq_23,26,16,,,,,,,,,
Ake_1_seq_23,19,16,,,,,,,,,
Finger_1_seq_23,20,16,,,,,,,,,
Gac_1_seq_23,32,16,,,,,,,,,
Noni_1_seq_23,27,16,,,,,,,,,
Sapota_1_seq_23,19,16,,,,,,,,,
Tamanid_1_seq_23,27,16,,,,,,,,,
ZF_1_seq_23,19,16,,,,,,,,,
Ackee_1_seq_25,26,16,,,,,,,,,
Ake_1_seq_25,19,16,,,,,,,,,
Finger_1_seq_25,20,16,,,,,,,,,
Gac_1_seq_25,32,16,,,,,,,,,
Noni_1_seq_25,27,16,,,,,,,,,
Sapota_1_seq_25,19,16,,,,,,,,,
Tamanid_1_seq_25,27,16,,,,,,,,,
ZF_1_seq_25,19,16,,,,,,,,,
Ackee_1_seq_27,26,16,,,,,,,,,
Ake_1_seq_27,19,16,,,,,,,,,
Finger_1_seq_27,20,16,,,,,,,,,
Gac_1_seq_27,32,16,,,,,,,,,
Noni_1_seq_27,27,16,,,,,,,,,
Sapota_1_seq_27,19,16,,,,,,,,,
Tamanid_1_seq_27,27,16,,,,,,,,,
ZF_1_seq_27,19,16,,,,,,,,,
Ackee_1_seq_29,26,16,,,,,,,,,
Ake_1_seq_29,19,16,,,,,,,,,
Finger_1_seq_29,20,16,,,,,,,,,
Gac_1_seq_29,32,16,,,,,,,,,
Noni_1_seq_29,27,16,,,,,,,,,
Sapota_1_seq_29,19,16,,,,,,,,,
Tamanid_1_seq_29,27,16,,,,,,,,,
ZF_1_seq_29,19,16,,,,,,,,,
Ackee_1_seq_31,26,16,,,,,,,,,
Ake_1_seq_31,19,16,,,,,,,,,
Finger_1_seq_31,20,16,,,,,,,,,
Gac_1_seq_31,32,16,,,,,,,,,
Noni_1_seq_31,27,16,,,,,,,,,
Sapota_1_seq_31,19,16,,,,,,,,,
Tamanid_1_seq_31,27,16,,,,,,,,,
ZF_1_seq_31,19,16,,,,,,,,,
Ackee_1_seq_2,25,16,,,,,,,,,
Ake_1_seq_2,27,16,,,,,,,,,
Finger_1_seq_2,32,16,,,,,,,,,
Gac_1_seq_2,20,16,,,,,,,,,
Noni_1_seq_2,32,16,,,,,,,,,
Sapota_1_seq_2,20,16,,,,,,,,,
Tamanid_1_seq_2,19,16,,,,,,,,,
ZF_1_seq_2,20,16,,,,,,,,,
Ackee_1_seq_4,25,16,,,,,,,,,
Ake_1_seq_4,27,16,,,,,,,,,
Finger_1_seq_4,32,16,,,,,,,,,
Gac_1_seq_4,20,16,,,,,,,,,
Noni_1_seq_4,32,16,,,,,,,,,
Sapota_1_seq_4,20,16,,,,,,,,,
Tamanid_1_seq_4,19,16,,,,,,,,,
ZF_1_seq_4,20,16,,,,,,,,,
Ackee_1_seq_6,25,16,,,,,,,,,
Ake_1_seq_6,27,16,,,,,,,,,
Finger_1_seq_6,32,16,,,,,,,,,
Gac_1_seq_6,20,16,,,,,,,,,
Noni_1_seq_6,32,16,,,,,,,,,
Sapota_1_seq_6,20,16,,,,,,,,,
Tamanid_1_seq_6,19,16,,,,,,,,,
ZF_1_seq_6,20,16,,,,,,,,,
Ackee_1_seq_8,25,16,,,,,,,,,
Ake_1_seq_8,27,16,,,,,,,,,
Finger_1_seq_8,32,16,,,,,,,,,
Gac_1_seq_8,20,16,,,,,,,,,
Noni_1_seq_8,32,16,,,,,,,,,
Sapota_1_seq_8,20,16,,,,,,,,,
Tamanid_1_seq_8,19,16,,,,,,,,,
ZF_1_seq_8,20,16,,,,,,,,,
Ackee_1_seq_10,25,16,,,,,,,,,
Ake_1_seq_10,27,16,,,,,,,,,
Finger_1_seq_10,32,16,,,,,,,,,
Gac_1_seq_10,20,16,,,,,,,,,
Noni_1_seq_10,32,16,,,,,,,,,
Sapota_1_seq_10,20,16,,,,,,,,,
Tamanid_1_seq_10,19,16,,,,,,,,,
ZF_1_seq_10,20,16,,,,,,,,,
Ackee_1_seq_12,25,16,,,,,,,,,
Ake_1_seq_12,27,16,,,,,,,,,
Finger_1_seq_12,32,16,,,,,,,,,
Gac_1_seq_12,20,16,,,,,,,,,
Noni_1_seq_12,32,16,,,,,,,,,
Sapota_1_seq_12,20,16,,,,,,,,,
Tamanid_1_seq_12,19,16,,,,,,,,,
ZF_1_seq_12,20,16,,,,,,,,,
Ackee_1_seq_14,25,16,,,,,,,,,
Ake_1_seq_14,27,16,,,,,,,,,
Finger_1_seq_14,32,16,,,,,,,,,
Gac_1_seq_14,20,16,,,,,,,,,
Noni_1_seq_14,32,16,,,,,,,,,
Sapota_1_seq_14,20,16,,,,,,,,,
Tamanid_1_seq_14,19,16,,,,,,,,,
ZF_1_seq_14,20,16,,,,,,,,,
Ackee_1_seq_16,25,16,,,,,,,,,
Ake_1_seq_16,27,16,,,,,,,,,
Finger_1_seq_16,32,16,,,,,,,,,
Gac_1_seq_16,20,16,,,,,,,,,
Noni_1_seq_16,32,16,,,,,,,,,
Sapota_1_seq_16,20,16,,,,,,,,,
Tamanid_1_seq_16,19,16,,,,,,,,,
ZF_1_seq_16,20,16,,,,,,,,,
Ackee_1_seq_18,25,16,,,,,,,,,
Ake_1_seq_18,27,16,,,,,,,,,
Finger_1_seq_18,32,16,,,,,,,,,
Gac_1_seq_18,20,16,,,,,,,,,
Noni_1_seq_18,32,16,,,,,,,,,
Sapota_1_seq_18,20,16,,,,,,,,,
Tamanid_1_seq_18,19,16,,,,,,,,,
ZF_1_seq_18,20,16,,,,,,,,,
Ackee_1_seq_20,25,16,,,,,,,,,
Ake_1_seq_20,27,16,,,,,,,,,
Finger_1_seq_20,32,16,,,,,,,,,
Gac_1_seq_20,20,16,,,,,,,,,
Noni_1_seq_20,32,16,,,,,,,,,
Sapota_1_seq_20,20,16,,,,,,,,,
Tamanid_1_seq_20,19,16,,,,,,,,,
ZF_1_seq_20,20,16,,,,,,,,,
Ackee_1_seq_22,25,16,,,,,,,,,
Ake_1_seq_22,27,16,,,,,,,,,
Finger_1_seq_22,32,16,,,,,,,,,
Gac_1_seq_22,20,16,,,,,,,,,
Noni_1_seq_22,32,16,,,,,,,,,
Sapota_1_seq_22,20,16,,,,,,,,,
Tamanid_1_seq_22,19,16,,,,,,,,,
ZF_1_seq_22,20,16,,,,,,,,,
Ackee_1_seq_24,25,16,,,,,,,,,
Ake_1_seq_24,27,16,,,,,,,,,
Finger_1_seq_24,32,16,,,,,,,,,
Gac_1_seq_24,20,16,,,,,,,,,
Noni_1_seq_24,32,16,,,,,,,,,
Sapota_1_seq_24,20,16,,,,,,,,,
Tamanid_1_seq_24,19,16,,,,,,,,,
ZF_1_seq_24,20,16,,,,,,,,,
Ackee_1_seq_26,25,16,,,,,,,,,
Ake_1_seq_26,27,16,,,,,,,,,
Finger_1_seq_26,32,16,,,,,,,,,
Gac_1_seq_26,20,16,,,,,,,,,
Noni_1_seq_26,32,16,,,,,,,,,
Sapota_1_seq_26,20,16,,,,,,,,,
Tamanid_1_seq_26,19,16,,,,,,,,,
ZF_1_seq_26,20,16,,,,,,,,,
Ackee_1_seq_28,25,16,,,,,,,,,
Ake_1_seq_28,27,16,,,,,,,,,
Finger_1_seq_28,32,16,,,,,,,,,
Gac_1_seq_28,20,16,,,,,,,,,
Noni_1_seq_28,32,16,,,,,,,,,
Sapota_1_seq_28,20,16,,,,,,,,,
Tamanid_1_seq_28,19,16,,,,,,,,,
ZF_1_seq_28,20,16,,,,,,,,,
Ackee_1_seq_30,25,16,,,,,,,,,
Ake_1_seq_30,27,16,,,,,,,,,
Finger_1_seq_30,32,16,,,,,,,,,
Gac_1_seq_30,20,16,,,,,,,,,
Noni_1_seq_30,32,16,,,,,,,,,
Sapota_1_seq_30,20,16,,,,,,,,,
Tamanid_1_seq_30,19,16,,,,,,,,,
ZF_1_seq_30,20,16,,,,,,,,,
Ackee_1_seq_32,25,16,,,,,,,,,
Ake_1_seq_32,27,16,,,,,,,,,
Finger_1_seq_32,32,16,,,,,,,,,
Gac_1_seq_32,20,16,,,,,,,,,
Noni_1_seq_32,32,16,,,,,,,,,
Sapota_1_seq_32,20,16,,,,,,,,,
Tamanid_1_seq_32,19,16,,,,,,,,,
ZF_1_seq_32,20,16,,,,,,,,,
Ackee_1_seq_1,28,17,,,,,,,,,
Ake_1_seq_1,35,17,,,,,,,,,
Finger_1_seq_1,23,17,,,,,,,,,
Gac_1_seq_1,34,17,,,,,,,,,
Noni_1_seq_1,28,17,,,,,,,,,
Sapota_1_seq_1,34,17,,,,,,,,,
Tamanid_1_seq_1,28,17,,,,,,,,,
ZF_1_seq_1,24,17,,,,,,,,,
Ackee_1_seq_3,28,17,,,,,,,,,
Ake_1_seq_3,35,17,,,,,,,,,
Finger_1_seq_3,23,17,,,,,,,,,
Gac_1_seq_3,34,17,,,,,,,,,
Noni_1_seq_3,28,17,,,,,,,,,
Sapota_1_seq_3,34,17,,,,,,,,,
Tamanid_1_seq_3,28,17,,,,,,,,,
ZF_1_seq_3,24,17,,,,,,,,,
Ackee_1_seq_5,28,17,,,,,,,,,
Ake_1_seq_5,35,17,,,,,,,,,
Finger_1_seq_5,23,17,,,,,,,,,
Gac_1_seq_5,34,17,,,,,,,,,
Noni_1_seq_5,28,17,,,,,,,,,
Sapota_1_seq_5,34,17,,,,,,,,,
Tamanid_1_seq_5,28,17,,,,,,,,,
ZF_1_seq_5,24,17,,,,,,,,,
Ackee_1_seq_7,28,17,,,,,,,,,
Ake_1_seq_7,35,17,,,,,,,,,
Finger_1_seq_7,23,17,,,,,,,,,
Gac_1_seq_7,34,17,,,,,,,,,
Noni_1_seq_7,28,17,,,,,,,,,
Sapota_1_seq_7,34,17,,,,,,,,,
Tamanid_1_seq_7,28,17,,,,,,,,,
ZF_1_seq_7,24,17,,,,,,,,,
Ackee_1_seq_9,28,17,,,,,,,,,
Ake_1_seq_9,35,17,,,,,,,,,
Finger_1_seq_9,23,17,,,,,,,,,
Gac_1_seq_9,34,17,,,,,,,,,
Noni_1_seq_9,28,17,,,,,,,,,
Sapota_1_seq_9,34,17,,,,,,,,,
Tamanid_1_seq_9,28,17,,,,,,,,,
ZF_1_seq_9,24,17,,,,,,,,,
Ackee_1_seq_11,28,17,,,,,,,,,
Ake_1_seq_11,35,17,,,,,,,,,
Finger_1_seq_11,23,17,,,,,,,,,
Gac_1_seq_11,34,17,,,,,,,,,
Noni_1_seq_11,28,17,,,,,,,,,
Sapota_1_seq_11,34,17,,,,,,,,,
Tamanid_1_seq_11,28,17,,,,,,,,,
ZF_1_seq_11,24,17,,,,,,,,,
Ackee_1_seq_13,28,17,,,,,,,,,
Ake_1_seq_13,35,17,,,,,,,,,
Finger_1_seq_13,23,17,,,,,,,,,
Gac_1_seq_13,34,17,,,,,,,,,
Noni_1_seq_13,28,17,,,,,,,,,
Sapota_1_seq_13,34,17,,,,,,,,,
Tamanid_1_seq_13,28,17,,,,,,,,,
ZF_1_seq_13,24,17,,,,,,,,,
Ackee_1_seq_15,28,17,,,,,,,,,
Ake_1_seq_15,35,17,,,,,,,,,
Finger_1_seq_15,23,17,,,,,,,,,
Gac_1_seq_15,34,17,,,,,,,,,
Noni_1_seq_15,28,17,,,,,,,,,
Sapota_1_seq_15,34,17,,,,,,,,,
Tamanid_1_seq_15,28,17,,,,,,,,,
ZF_1_seq_15,24,17,,,,,,,,,
Ackee_1_seq_17,28,17,,,,,,,,,
Ake_1_seq_17,35,17,,,,,,,,,
Finger_1_seq_17,23,17,,,,,,,,,
Gac_1_seq_17,34,17,,,,,,,,,
Noni_1_seq_17,28,17,,,,,,,,,
Sapota_1_seq_17,34,17,,,,,,,,,
Tamanid_1_seq_17,28,17,,,,,,,,,
ZF_1_seq_17,24,17,,,,,,,,,
Ackee_1_seq_19,28,17,,,,,,,,,
Ake_1_seq_19,35,17,,,,,,,,,
Finger_1_seq_19,23,17,,,,,,,,,
Gac_1_seq_19,34,17,,,,,,,,,
Noni_1_seq_19,28,17,,,,,,,,,
Sapota_1_seq_19,34,17,,,,,,,,,
Tamanid_1_seq_19,28,17,,,,,,,,,
ZF_1_seq_19,24,17,,,,,,,,,
Ackee_1_seq_21,28,17,,,,,,,,,
Ake_1_seq_21,35,17,,,,,,,,,
Finger_1_seq_21,23,17,,,,,,,,,
Gac_1_seq_21,34,17,,,,,,,,,
Noni_1_seq_21,28,17,,,,,,,,,
Sapota_1_seq_21,34,17,,,,,,,,,
Tamanid_1_seq_21,28,17,,,,,,,,,
ZF_1_seq_21,24,17,,,,,,,,,
Ackee_1_seq_23,28,17,,,,,,,,,
Ake_1_seq_23,35,17,,,,,,,,,
Finger_1_seq_23,23,17,,,,,,,,,
Gac_1_seq_23,34,17,,,,,,,,,
Noni_1_seq_23,28,17,,,,,,,,,
Sapota_1_seq_23,34,17,,,,,,,,,
Tamanid_1_seq_23,28,17,,,,,,,,,
ZF_1_seq_23,24,17,,,,,,,,,
Ackee_1_seq_25,28,17,,,,,,,,,
Ake_1_seq_25,35,17,,,,,,,,,
Finger_1_seq_25,23,17,,,,,,,,,
Gac_1_seq_25,34,17,,,,,,,,,
Noni_1_seq_25,28,17,,,,,,,,,
Sapota_1_seq_25,34,17,,,,,,,,,
Tamanid_1_seq_25,28,17,,,,,,,,,
ZF_1_seq_25,24,17,,,,,,,,,
Ackee_1_seq_27,28,17,,,,,,,,,
Ake_1_seq_27,35,17,,,,,,,,,
Finger_1_seq_27,23,17,,,,,,,,,
Gac_1_seq_27,34,17,,,,,,,,,
Noni_1_seq_27,28,17,,,,,,,,,
Sapota_1_seq_27,34,17,,,,,,,,,
Tamanid_1_seq_27,28,17,,,,,,,,,
ZF_1_seq_27,24,17,,,,,,,,,
Ackee_1_seq_29,28,17,,,,,,,,,
Ake_1_seq_29,35,17,,,,,,,,,
Finger_1_seq_29,23,17,,,,,,,,,
Gac_1_seq_29,34,17,,,,,,,,,
Noni_1_seq_29,28,17,,,,,,,,,
Sapota_1_seq_29,34,17,,,,,,,,,
Tamanid_1_seq_29,28,17,,,,,,,,,
ZF_1_seq_29,24,17,,,,,,,,,
Ackee_1_seq_31,28,17,,,,,,,,,
Ake_1_seq_31,35,17,,,,,,,,,
Finger_1_seq_31,23,17,,,,,,,,,
Gac_1_seq_31,34,17,,,,,,,,,
Noni_1_seq_31,28,17,,,,,,,,,
Sapota_1_seq_31,34,17,,,,,,,,,
Tamanid_1_seq_31,28,17,,,,,,,,,
ZF_1_seq_31,24,17,,,,,,,,,
Ackee_1_seq_2,30,17,,,,,,,,,
Ake_1_seq_2,28,17,,,,,,,,,
Finger_1_seq_2,35,17,,,,,,,,,
Gac_1_seq_2,23,17,,,,,,,,,
Noni_1_seq_2,34,17,,,,,,,,,
Sapota_1_seq_2,23,17,,,,,,,,,
Tamanid_1_seq_2,34,17,,,,,,,,,
ZF_1_seq_2,23,17,,,,,,,,,
Ackee_1_seq_4,30,17,,,,,,,,,
Ake_1_seq_4,28,17,,,,,,,,,
Finger_1_seq_4,35,17,,,,,,,,,
Gac_1_seq_4,23,17,,,,,,,,,
Noni_1_seq_4,34,17,,,,,,,,,
Sapota_1_seq_4,23,17,,,,,,,,,
Tamanid_1_seq_4,34,17,,,,,,,,,
ZF_1_seq_4,23,17,,,,,,,,,
Ackee_1_seq_6,30,17,,,,,,,,,
Ake_1_seq_6,28,17,,,,,,,,,
Finger_1_seq_6,35,17,,,,,,,,,
Gac_1_seq_6,23,17,,,,,,,,,
Noni_1_seq_6,34,17,,,,,,,,,
Sapota_1_seq_6,23,17,,,,,,,,,
Tamanid_1_seq_6,34,17,,,,,,,,,
ZF_1_seq_6,23,17,,,,,,,,,
Ackee_1_seq_8,30,17,,,,,,,,,
Ake_1_seq_8,28,17,,,,,,,,,
Finger_1_seq_8,35,17,,,,,,,,,
Gac_1_seq_8,23,17,,,,,,,,,
Noni_1_seq_8,34,17,,,,,,,,,
Sapota_1_seq_8,23,17,,,,,,,,,
Tamanid_1_seq_8,34,17,,,,,,,,,
ZF_1_seq_8,23,17,,,,,,,,,
Ackee_1_seq_10,30,17,,,,,,,,,
Ake_1_seq_10,28,17,,,,,,,,,
Finger_1_seq_10,35,17,,,,,,,,,
Gac_1_seq_10,23,17,,,,,,,,,
Noni_1_seq_10,34,17,,,,,,,,,
Sapota_1_seq_10,23,17,,,,,,,,,
Tamanid_1_seq_10,34,17,,,,,,,,,
ZF_1_seq_10,23,17,,,,,,,,,
Ackee_1_seq_12,30,17,,,,,,,,,
Ake_1_seq_12,28,17,,,,,,,,,
Finger_1_seq_12,35,17,,,,,,,,,
Gac_1_seq_12,23,17,,,,,,,,,
Noni_1_seq_12,34,17,,,,,,,,,
Sapota_1_seq_12,23,17,,,,,,,,,
Tamanid_1_seq_12,34,17,,,,,,,,,
ZF_1_seq_12,23,17,,,,,,,,,
Ackee_1_seq_14,30,17,,,,,,,,,
Ake_1_seq_14,28,17,,,,,,,,,
Finger_1_seq_14,35,17,,,,,,,,,
Gac_1_seq_14,23,17,,,,,,,,,
Noni_1_seq_14,34,17,,,,,,,,,
Sapota_1_seq_14,23,17,,,,,,,,,
Tamanid_1_seq_14,34,17,,,,,,,,,
ZF_1_seq_14,23,17,,,,,,,,,
Ackee_1_seq_16,30,17,,,,,,,,,
Ake_1_seq_16,28,17,,,,,,,,,
Finger_1_seq_16,35,17,,,,,,,,,
Gac_1_seq_16,23,17,,,,,,,,,
Noni_1_seq_16,34,17,,,,,,,,,
Sapota_1_seq_16,23,17,,,,,,,,,
Tamanid_1_seq_16,34,17,,,,,,,,,
ZF_1_seq_16,23,17,,,,,,,,,
Ackee_1_seq_18,30,17,,,,,,,,,
Ake_1_seq_18,28,17,,,,,,,,,
Finger_1_seq_18,35,17,,,,,,,,,
Gac_1_seq_18,23,17,,,,,,,,,
Noni_1_seq_18,34,17,,,,,,,,,
Sapota_1_seq_18,23,17,,,,,,,,,
Tamanid_1_seq_18,34,17,,,,,,,,,
ZF_1_seq_18,23,17,,,,,,,,,
Ackee_1_seq_20,30,17,,,,,,,,,
Ake_1_seq_20,28,17,,,,,,,,,
Finger_1_seq_20,35,17,,,,,,,,,
Gac_1_seq_20,23,17,,,,,,,,,
Noni_1_seq_20,34,17,,,,,,,,,
Sapota_1_seq_20,23,17,,,,,,,,,
Tamanid_1_seq_20,34,17,,,,,,,,,
ZF_1_seq_20,23,17,,,,,,,,,
Ackee_1_seq_22,30,17,,,,,,,,,
Ake_1_seq_22,28,17,,,,,,,,,
Finger_1_seq_22,35,17,,,,,,,,,
Gac_1_seq_22,23,17,,,,,,,,,
Noni_1_seq_22,34,17,,,,,,,,,
Sapota_1_seq_22,23,17,,,,,,,,,
Tamanid_1_seq_22,34,17,,,,,,,,,
ZF_1_seq_22,23,17,,,,,,,,,
Ackee_1_seq_24,30,17,,,,,,,,,
Ake_1_seq_24,28,17,,,,,,,,,
Finger_1_seq_24,35,17,,,,,,,,,
Gac_1_seq_24,23,17,,,,,,,,,
Noni_1_seq_24,34,17,,,,,,,,,
Sapota_1_seq_24,23,17,,,,,,,,,
Tamanid_1_seq_24,34,17,,,,,,,,,
ZF_1_seq_24,23,17,,,,,,,,,
Ackee_1_seq_26,30,17,,,,,,,,,
Ake_1_seq_26,28,17,,,,,,,,,
Finger_1_seq_26,35,17,,,,,,,,,
Gac_1_seq_26,23,17,,,,,,,,,
Noni_1_seq_26,34,17,,,,,,,,,
Sapota_1_seq_26,23,17,,,,,,,,,
Tamanid_1_seq_26,34,17,,,,,,,,,
ZF_1_seq_26,23,17,,,,,,,,,
Ackee_1_seq_28,30,17,,,,,,,,,
Ake_1_seq_28,28,17,,,,,,,,,
Finger_1_seq_28,35,17,,,,,,,,,
Gac_1_seq_28,23,17,,,,,,,,,
Noni_1_seq_28,34,17,,,,,,,,,
Sapota_1_seq_28,23,17,,,,,,,,,
Tamanid_1_seq_28,34,17,,,,,,,,,
ZF_1_seq_28,23,17,,,,,,,,,
Ackee_1_seq_30,30,17,,,,,,,,,
Ake_1_seq_30,28,17,,,,,,,,,
Finger_1_seq_30,35,17,,,,,,,,,
Gac_1_seq_30,23,17,,,,,,,,,
Noni_1_seq_30,34,17,,,,,,,,,
Sapota_1_seq_30,23,17,,,,,,,,,
Tamanid_1_seq_30,34,17,,,,,,,,,
ZF_1_seq_30,23,17,,,,,,,,,
Ackee_1_seq_32,30,17,,,,,,,,,
Ake_1_seq_32,28,17,,,,,,,,,
Finger_1_seq_32,35,17,,,,,,,,,
Gac_1_seq_32,23,17,,,,,,,,,
Noni_1_seq_32,34,17,,,,,,,,,
Sapota_1_seq_32,23,17,,,,,,,,,
Tamanid_1_seq_32,34,17,,,,,,,,,
ZF_1_seq_32,23,17,,,,,,,,,
