,Session_Name_,Trial_Index_,Trial_Recycled_,block_number,pic_1,pic_type1_1,expected,pic_search_1,TRIAL_INDEX,RESPONSE,KEYPRESS,RT,DISPLAY_ON_TIME,KEY_RESPONSE_TIME,seq,presenting_type,prop_presentation
10,A130922,11,False,0,Ackee_1.jpg,0,w,Ackee_1_15.png,11,correct,w,4766,155160.52,159926.54,25,14,15
11,A130922,12,False,0,Sapota_1.jpg,0,a,Sapota_1_16.png,12,correct,a,962,165876.79,166839.43,25,15,16
12,A130922,13,False,0,Gac_1.jpg,0,q,Gac_1_14.png,13,correct,q,1133,172810.85,173943.96,25,17,14
13,A130922,14,False,0,ZF_1.jpg,0,q,ZF_1_14.png,14,correct,q,768,179894.98,180662.99,25,17,14
14,A130922,15,False,0,Noni_1.jpg,0,w,Noni_1_15.png,15,correct,w,981,186608.85,187590.52,25,14,15
15,A130922,16,False,0,Finger_1.jpg,0,s,Finger_1_17.png,16,correct,s,1824,193542.9,195367.5,25,16,17
16,A130922,17,False,0,ZF_1.jpg,0,w,ZF_1_15.png,17,correct,w,1809,201317.4,203127.33,25,17,15
17,A130922,18,False,0,Tamanid_1.jpg,0,q,Tamanid_1_14.png,18,correct,q,1245,209081.99,210327.61,25,16,14
18,A130922,19,False,0,Finger_1.jpg,0,q,Finger_1_14.png,19,correct,q,1283,216276.14,217559.57,25,16,14
19,A130922,20,False,0,Sapota_1.jpg,0,s,Sapota_1_17.png,20,correct,s,1738,223500.37,225238.86,25,15,17
20,A130922,21,False,0,Noni_1.jpg,0,a,Noni_1_16.png,21,correct,a,1298,231204.83,232503.4,25,14,16
21,A130922,22,False,0,Ake_1.jpg,0,s,Ake_1_17.png,22,correct,s,1061,238449.07,239510.48,25,15,17
22,A130922,23,False,0,Ackee_1.jpg,0,a,Ackee_1_16.png,23,correct,a,1322,245453.1,246775.79,25,14,16
23,A130922,24,False,0,Gac_1.jpg,0,w,Gac_1_15.png,24,correct,w,1289,252717.38,254006.43,25,17,15
24,A130922,25,False,0,Ackee_1.jpg,0,s,Ackee_1_17.png,25,correct,s,1127,259951.58,261079.02,25,14,17
25,A130922,26,False,0,Gac_1.jpg,0,a,Gac_1_16.png,26,correct,a,859,267035.76,267894.84,25,17,16
26,A130922,27,False,0,ZF_1.jpg,0,a,ZF_1_16.png,27,correct,a,1206,273839.7,275046.49,25,17,16
27,A130922,28,False,0,Tamanid_1.jpg,0,w,Tamanid_1_15.png,28,correct,w,1425,281013.92,282439.83,25,16,15
28,A130922,29,False,0,Finger_1.jpg,0,w,Finger_1_15.png,29,correct,w,940,288378.16,289318.94,25,16,15
29,A130922,30,False,0,Sapota_1.jpg,0,q,Sapota_1_14.png,30,correct,q,1197,295272.17,296470.05,25,15,14
30,A130922,31,False,0,Noni_1.jpg,0,s,Noni_1_17.png,31,correct,s,2492,302426.3,304919.06,25,14,17
31,A130922,32,False,0,Ake_1.jpg,0,q,Ake_1_14.png,32,correct,q,1577,310861.23,312438.69,25,15,14
0,P2260722,1,False,0,Gac_1.jpg,0,s,Gac_1_17.png,1,correct,s,3240,117568.02,120808.3,5,15,17
1,P2260722,2,False,0,ZF_1.jpg,0,s,ZF_1_17.png,2,correct,s,1836,126763.38,128599.54,5,15,17
2,P2260722,3,False,0,Ackee_1.jpg,0,q,Ackee_1_14.png,3,correct,q,1667,134547.94,136215.64,5,16,14
3,P2260722,4,False,0,Noni_1.jpg,0,q,Noni_1_14.png,4,correct,q,2234,142172.39,144406.65,5,16,14
4,P2260722,5,False,0,Sapota_1.jpg,0,w,Sapota_1_15.png,5,correct,w,1868,150347.13,152216.07,5,17,15
5,P2260722,6,False,0,Ake_1.jpg,0,w,Ake_1_15.png,6,correct,w,1644,158171.68,159816.08,5,17,15
6,P2260722,7,False,0,Tamanid_1.jpg,0,a,Tamanid_1_16.png,7,correct,a,1825,165766.19,167591.49,5,14,16
7,P2260722,8,False,0,Finger_1.jpg,0,a,Finger_1_16.png,8,correct,a,2274,173540.66,175814.78,5,14,16
8,P2260722,9,False,0,Ake_1.jpg,0,a,Ake_1_16.png,9,correct,a,1180,181755.45,182936.1,5,17,16
9,P2260722,10,False,0,Tamanid_1.jpg,0,s,Tamanid_1_17.png,10,correct,s,1502,188889.58,190391.77,5,14,17
10,P2260722,11,False,0,Ackee_1.jpg,0,w,Ackee_1_15.png,11,correct,w,1866,196333.98,198200.15,5,16,15
11,P2260722,12,False,0,Sapota_1.jpg,0,a,Sapota_1_16.png,12,correct,a,1198,204168.5,205366.96,5,17,16
12,P2260722,13,False,0,Gac_1.jpg,0,q,Gac_1_14.png,13,correct,q,1272,211342.7,212614.77,5,15,14
13,P2260722,14,False,0,ZF_1.jpg,0,q,ZF_1_14.png,14,correct,q,1264,218566.95,219831.84,5,15,14
14,P2260722,15,False,0,Noni_1.jpg,0,w,Noni_1_15.png,15,correct,w,1246,225801.13,227047.29,5,16,15
15,P2260722,16,False,0,Finger_1.jpg,0,s,Finger_1_17.png,16,correct,s,1312,233015.34,234328.17,5,14,17
16,P2260722,17,False,0,ZF_1.jpg,0,w,ZF_1_15.png,17,correct,w,1497,240269.59,241767.17,5,15,15
17,P2260722,18,False,0,Tamanid_1.jpg,0,q,Tamanid_1_14.png,18,correct,q,1541,247713.9,249255.64,5,14,14
18,P2260722,19,False,0,Finger_1.jpg,0,q,Finger_1_14.png,19,correct,q,1104,255208.26,256312.34,5,14,14
19,P2260722,20,False,0,Sapota_1.jpg,0,s,Sapota_1_17.png,20,correct,s,3309,262282.43,265592.02,5,17,17
20,P2260722,21,False,0,Noni_1.jpg,0,a,Noni_1_16.png,21,correct,a,1606,271537.78,273143.88,5,16,16
21,P2260722,22,False,0,Ake_1.jpg,0,s,Ake_1_17.png,22,correct,s,1794,279092.18,280887.07,5,17,17
22,P2260722,23,False,0,Ackee_1.jpg,0,a,Ackee_1_16.png,23,correct,a,1679,286856.8,288536.08,5,16,16
23,P2260722,24,False,0,Gac_1.jpg,0,w,Gac_1_15.png,24,correct,w,2198,294481.22,296679.5,5,15,15
24,P2260722,25,False,0,Ackee_1.jpg,0,s,Ackee_1_17.png,25,correct,s,3328,302645.95,305974.57,5,16,17
25,P2260722,26,False,0,Gac_1.jpg,0,a,Gac_1_16.png,26,correct,a,2422,311921.34,314343.47,5,15,16
26,P2260722,27,False,0,ZF_1.jpg,0,a,ZF_1_16.png,27,correct,a,2040,320286.22,322326.91,5,15,16
27,P2260722,28,False,0,Tamanid_1.jpg,0,w,Tamanid_1_15.png,28,correct,w,3774,328280.91,332055.79,5,14,15
28,P2260722,29,False,0,Finger_1.jpg,0,w,Finger_1_15.png,29,correct,w,1114,337996.58,339110.87,5,14,15
29,P2260722,30,False,0,Sapota_1.jpg,0,q,Sapota_1_14.png,30,correct,q,1219,345060.7,346280.54,5,17,14
30,P2260722,31,False,0,Noni_1.jpg,0,s,Noni_1_17.png,31,correct,s,1269,352224.83,353494.58,5,16,17
31,P2260722,32,False,0,Ake_1.jpg,0,q,Ake_1_14.png,32,correct,q,1352,359439.03,360791.03,5,17,14
0,P260722,1,False,0,Gac_1.jpg,0,s,Gac_1_17.png,1,correct,s,1571,81653.79,83225.6,3,14,17
1,P260722,2,False,0,ZF_1.jpg,0,s,ZF_1_17.png,2,correct,s,1390,89178.1,90568.95,3,14,17
2,P260722,3,False,0,Ackee_1.jpg,0,q,Ackee_1_14.png,3,incorrect,a,921,96512.4,97433.42,3,15,14
3,P260722,4,False,0,Noni_1.jpg,0,q,Noni_1_14.png,4,correct,q,952,103376.39,104329.33,3,15,14
4,P260722,5,False,0,Sapota_1.jpg,0,w,Sapota_1_15.png,5,correct,w,1009,110280.46,111289.62,3,16,15
5,P260722,6,False,0,Ake_1.jpg,0,w,Ake_1_15.png,6,correct,w,1019,117244.48,118264.43,3,16,15
6,P260722,7,False,0,Tamanid_1.jpg,0,a,Tamanid_1_16.png,7,correct,a,1191,124208.61,125400.15,3,17,16
7,P260722,8,False,0,Finger_1.jpg,0,a,Finger_1_16.png,8,correct,a,954,131342.73,132297.4,3,17,16
8,P260722,9,False,0,Ake_1.jpg,0,a,Ake_1_16.png,9,correct,a,941,138236.75,139177.81,3,16,16
9,P260722,10,False,0,Tamanid_1.jpg,0,s,Tamanid_1_17.png,10,correct,s,906,145150.84,146057.09,3,17,17
10,P260722,11,False,0,Ackee_1.jpg,0,w,Ackee_1_15.png,11,correct,w,1059,152004.81,153064.38,3,15,15
11,P260722,12,False,0,Sapota_1.jpg,0,a,Sapota_1_16.png,12,correct,a,1111,159008.87,160120.05,3,16,16
12,P260722,13,False,0,Gac_1.jpg,0,q,Gac_1_14.png,13,correct,q,937,166062.98,167000.74,3,14,14
13,P260722,14,False,0,ZF_1.jpg,0,q,ZF_1_14.png,14,correct,q,1106,172967.06,174073.51,3,14,14
14,P260722,15,False,0,Noni_1.jpg,0,w,Noni_1_15.png,15,correct,w,996,180021.15,181017.35,3,15,15
15,P260722,16,False,0,Finger_1.jpg,0,s,Finger_1_17.png,16,correct,s,1534,186955.18,188489.3,3,17,17
16,P260722,17,False,0,ZF_1.jpg,0,w,ZF_1_15.png,17,correct,w,807,194449.57,195256.93,3,14,15
17,P260722,18,False,0,Tamanid_1.jpg,0,q,Tamanid_1_14.png,18,correct,q,1622,201203.47,202825.5,3,17,14
18,P260722,19,False,0,Finger_1.jpg,0,q,Finger_1_14.png,19,correct,q,1449,208767.97,210217.1,3,17,14
19,P260722,20,False,0,Sapota_1.jpg,0,s,Sapota_1_17.png,20,correct,s,1302,216162.21,217465.04,3,16,17
20,P260722,21,False,0,Noni_1.jpg,0,a,Noni_1_16.png,21,correct,a,1530,223406.5,224936.61,3,15,16
21,P260722,22,False,0,Ake_1.jpg,0,s,Ake_1_17.png,22,correct,s,951,230880.8,231832.21,3,16,17
22,P260722,23,False,0,Ackee_1.jpg,0,a,Ackee_1_16.png,23,correct,a,1419,237774.83,239193.89,3,15,16
23,P260722,24,False,0,Gac_1.jpg,0,w,Gac_1_15.png,24,correct,w,918,245139.13,246058.04,3,14,15
24,P260722,25,False,0,Ackee_1.jpg,0,s,Ackee_1_17.png,25,correct,s,1093,252003.13,253096.9,3,15,17
25,P260722,26,False,0,Gac_1.jpg,0,a,Gac_1_16.png,26,correct,a,1138,259047.28,260185.57,3,14,16
26,P260722,27,False,0,ZF_1.jpg,0,a,ZF_1_16.png,27,correct,a,917,266131.46,267048.92,3,14,16
27,P260722,28,False,0,Tamanid_1.jpg,0,w,Tamanid_1_15.png,28,correct,w,1078,272995.41,274073.94,3,17,15
28,P260722,29,False,0,Finger_1.jpg,0,w,Finger_1_15.png,29,correct,w,1268,280019.53,281288.25,3,17,15
29,P260722,30,False,0,Sapota_1.jpg,0,q,Sapota_1_14.png,30,correct,q,776,287263.76,288040.39,3,16,14
30,P260722,31,False,0,Noni_1.jpg,0,s,Noni_1_17.png,31,correct,s,907,293997.62,294905.56,3,15,17
31,P260722,32,False,0,Ake_1.jpg,0,q,Ake_1_14.png,32,correct,q,895,300841.62,301737.25,3,16,14
0,D250722,1,False,0,Gac_1.jpg,0,s,Gac_1_17.png,1,correct,s,1399,84756.62,86156.29,1,17,17
1,D250722,2,False,0,ZF_1.jpg,0,s,ZF_1_17.png,2,correct,s,798,92110.81,92908.87,1,17,17
2,D250722,3,False,0,Ackee_1.jpg,0,q,Ackee_1_14.png,3,correct,q,1678,98844.75,100523.65,1,14,14
3,D250722,4,False,0,Noni_1.jpg,0,q,Noni_1_14.png,4,correct,q,1024,106459.2,107483.93,1,14,14
4,D250722,5,False,0,Sapota_1.jpg,0,w,Sapota_1_15.png,5,correct,w,4045,113423.24,117468.26,1,15,15
5,D250722,6,False,0,Ake_1.jpg,0,w,Ake_1_15.png,6,correct,w,2938,123409.1,126347.64,1,15,15
6,D250722,7,False,0,Tamanid_1.jpg,0,a,Tamanid_1_16.png,7,correct,a,1871,132284.27,134155.32,1,16,16
7,D250722,8,False,0,Finger_1.jpg,0,a,Finger_1_16.png,8,incorrect,MISSING_DATA,-172866,140098.84,-32768.0,1,16,16
8,D250722,9,False,0,Ake_1.jpg,0,a,Ake_1_16.png,9,correct,a,1124,151095.27,152219.31,1,15,16
9,D250722,10,False,0,Tamanid_1.jpg,0,s,Tamanid_1_17.png,10,correct,s,1644,158159.4,159803.63,1,16,17
10,D250722,11,False,0,Ackee_1.jpg,0,w,Ackee_1_15.png,11,correct,w,940,165743.79,166684.6,1,14,15
11,D250722,12,False,0,Sapota_1.jpg,0,a,Sapota_1_16.png,12,correct,a,1928,172627.79,174556.66,1,15,16
12,D250722,13,False,0,Gac_1.jpg,0,q,Gac_1_14.png,13,correct,q,1230,180492.39,181722.99,1,17,14
13,D250722,14,False,0,ZF_1.jpg,0,q,ZF_1_14.png,14,correct,q,2026,187666.58,189692.83,1,17,14
14,D250722,15,False,0,Noni_1.jpg,0,w,Noni_1_15.png,15,incorrect,s,3372,195631.23,199003.26,1,14,15
15,D250722,16,False,0,Finger_1.jpg,0,s,Finger_1_17.png,16,correct,s,1235,204936.65,206172.41,1,16,17
16,D250722,17,False,0,ZF_1.jpg,0,w,ZF_1_15.png,17,correct,w,1900,212110.96,214011.5,1,17,15
17,D250722,18,False,0,Tamanid_1.jpg,0,q,Tamanid_1_14.png,18,correct,q,1304,219955.45,221260.24,1,16,14
18,D250722,19,False,0,Finger_1.jpg,0,q,Finger_1_14.png,19,correct,q,3453,227199.67,230652.86,1,16,14
19,D250722,20,False,0,Sapota_1.jpg,0,s,Sapota_1_17.png,20,correct,s,4818,236585.13,241404.01,1,15,17
20,D250722,21,False,0,Noni_1.jpg,0,a,Noni_1_16.png,21,correct,a,1662,247341.39,249003.81,1,14,16
21,D250722,22,False,0,Ake_1.jpg,0,s,Ake_1_17.png,22,correct,s,4553,254945.88,259499.78,1,15,17
22,D250722,23,False,0,Ackee_1.jpg,0,a,Ackee_1_16.png,23,correct,a,1018,265441.97,266460.68,1,14,16
23,D250722,24,False,0,Gac_1.jpg,0,w,Gac_1_15.png,24,correct,w,2774,272406.0,275180.65,1,17,15
24,D250722,25,False,0,Ackee_1.jpg,0,s,Ackee_1_17.png,25,incorrect,a,2522,281121.23,283644.01,1,14,17
25,D250722,26,False,0,Gac_1.jpg,0,a,Gac_1_16.png,26,correct,a,1786,289586.04,291372.78,1,17,16
26,D250722,27,False,0,ZF_1.jpg,0,a,ZF_1_16.png,27,correct,a,2014,297310.61,299324.72,1,17,16
27,D250722,28,False,0,Tamanid_1.jpg,0,w,Tamanid_1_15.png,28,correct,w,2452,305255.2,307707.87,1,16,15
28,D250722,29,False,0,Finger_1.jpg,0,w,Finger_1_15.png,29,correct,w,2282,313650.09,315933.01,1,16,15
29,D250722,30,False,0,Sapota_1.jpg,0,q,Sapota_1_14.png,30,correct,q,2212,321894.92,324107.84,1,15,14
30,D250722,31,False,0,Noni_1.jpg,0,s,Noni_1_17.png,31,correct,s,1210,330049.65,331260.31,1,14,17
31,D250722,32,False,0,Ake_1.jpg,0,q,Ake_1_14.png,32,correct,q,2786,337193.83,339980.81,1,15,14
0,A290722,1,False,0,Gac_1.jpg,0,s,Gac_1_17.png,1,correct,s,2968,136456.06,139424.81,16,17,17
1,A290722,2,False,0,ZF_1.jpg,0,s,ZF_1_17.png,2,correct,s,1994,145381.31,147375.67,16,17,17
2,A290722,3,False,0,Ackee_1.jpg,0,q,Ackee_1_14.png,3,correct,q,2385,153325.95,155711.23,16,14,14
3,A290722,4,False,0,Noni_1.jpg,0,q,Noni_1_14.png,4,correct,q,1589,161690.82,163280.32,16,14,14
4,A290722,5,False,0,Sapota_1.jpg,0,w,Sapota_1_15.png,5,correct,w,1576,169255.24,170832.19,16,15,15
5,A290722,6,False,0,Ake_1.jpg,0,w,Ake_1_15.png,6,correct,w,1254,176809.6,178064.07,16,15,15
6,A290722,7,False,0,Tamanid_1.jpg,0,a,Tamanid_1_16.png,7,correct,a,1971,184013.85,185985.04,16,16,16
7,A290722,8,False,0,Finger_1.jpg,0,a,Finger_1_16.png,8,correct,a,2380,191938.49,194319.08,16,16,16
8,A290722,9,False,0,Ake_1.jpg,0,a,Ake_1_16.png,9,correct,a,1449,200263.27,201712.6,16,15,16
9,A290722,10,False,0,Tamanid_1.jpg,0,s,Tamanid_1_17.png,10,correct,s,2153,207687.66,209841.03,16,16,17
10,A290722,11,False,0,Ackee_1.jpg,0,w,Ackee_1_15.png,11,correct,w,2058,215812.37,217871.31,16,14,15
11,A290722,12,False,0,Sapota_1.jpg,0,a,Sapota_1_16.png,12,correct,a,1059,223837.09,224896.33,16,15,16
12,A290722,13,False,0,Gac_1.jpg,0,q,Gac_1_14.png,13,correct,q,1138,230861.16,231999.25,16,17,14
13,A290722,14,False,0,ZF_1.jpg,0,q,ZF_1_14.png,14,correct,q,2565,237945.32,240511.16,16,17,14
14,A290722,15,False,0,Noni_1.jpg,0,w,Noni_1_15.png,15,correct,w,1555,246460.26,248016.09,16,14,15
15,A290722,16,False,0,Finger_1.jpg,0,s,Finger_1_17.png,16,correct,s,2388,253964.59,256352.79,16,16,17
16,A290722,17,False,0,ZF_1.jpg,0,w,ZF_1_15.png,17,incorrect,s,1363,262299.48,263663.16,16,17,15
17,A290722,18,False,0,Tamanid_1.jpg,0,q,Tamanid_1_14.png,18,correct,q,1170,269613.75,270783.96,16,16,14
18,A290722,19,False,0,Finger_1.jpg,0,q,Finger_1_14.png,19,correct,q,1241,276757.96,277999.15,16,16,14
19,A290722,20,False,0,Sapota_1.jpg,0,s,Sapota_1_17.png,20,correct,s,1690,283942.1,285632.46,16,15,17
20,A290722,21,False,0,Noni_1.jpg,0,a,Noni_1_16.png,21,correct,a,2030,291586.53,293616.6,16,14,16
21,A290722,22,False,0,Ake_1.jpg,0,s,Ake_1_17.png,22,correct,s,1287,299561.21,300848.8,16,15,17
22,A290722,23,False,0,Ackee_1.jpg,0,a,Ackee_1_16.png,23,correct,a,1669,306795.49,308464.9,16,14,16
23,A290722,24,False,0,Gac_1.jpg,0,w,Gac_1_15.png,24,correct,w,1575,314409.92,315984.95,16,17,15
24,A290722,25,False,0,Ackee_1.jpg,0,s,Ackee_1_17.png,25,incorrect,w,3202,321934.23,325136.96,16,14,17
25,A290722,26,False,0,Gac_1.jpg,0,a,Gac_1_16.png,26,correct,a,2089,331109.61,333199.26,16,17,16
26,A290722,27,False,0,ZF_1.jpg,0,a,ZF_1_16.png,27,correct,a,2087,339144.32,341231.88,16,17,16
27,A290722,28,False,0,Tamanid_1.jpg,0,w,Tamanid_1_15.png,28,correct,w,2501,347179.04,349681.0,16,16,15
28,A290722,29,False,0,Finger_1.jpg,0,w,Finger_1_15.png,29,correct,w,1336,355623.96,356960.48,16,16,15
29,A290722,30,False,0,Sapota_1.jpg,0,q,Sapota_1_14.png,30,correct,q,1332,362908.16,364241.05,16,15,14
30,A290722,31,False,0,Noni_1.jpg,0,s,Noni_1_17.png,31,correct,s,1791,370192.46,371983.78,16,14,17
31,A290722,32,False,0,Ake_1.jpg,0,q,Ake_1_14.png,32,correct,q,1499,377956.92,379456.57,16,15,14
0,L130922,1,False,0,Gac_1.jpg,0,s,Gac_1_17.png,1,correct,s,1520,77677.36,79198.35,28,15,17
1,L130922,2,False,0,ZF_1.jpg,0,s,ZF_1_17.png,2,correct,s,1184,85151.63,86336.1,28,15,17
2,L130922,3,False,0,Ackee_1.jpg,0,q,Ackee_1_14.png,3,correct,q,1478,92295.84,93774.43,28,16,14
3,L130922,4,False,0,Noni_1.jpg,0,q,Noni_1_14.png,4,correct,q,1126,99720.12,100847.02,28,16,14
4,L130922,5,False,0,Sapota_1.jpg,0,w,Sapota_1_15.png,5,correct,w,1547,106804.26,108351.32,28,17,15
5,L130922,6,False,0,Ake_1.jpg,0,w,Ake_1_15.png,6,correct,w,1161,114308.64,115470.52,28,17,15
6,L130922,7,False,0,Tamanid_1.jpg,0,a,Tamanid_1_16.png,7,correct,a,1388,121442.83,122830.84,28,14,16
7,L130922,8,False,0,Finger_1.jpg,0,a,Finger_1_16.png,8,correct,a,1317,128777.06,130094.84,28,14,16
8,L130922,9,False,0,Ake_1.jpg,0,a,Ake_1_16.png,9,correct,a,1109,136041.36,137151.07,28,17,16
9,L130922,10,False,0,Tamanid_1.jpg,0,s,Tamanid_1_17.png,10,correct,s,1229,143105.46,144335.09,28,14,17
10,L130922,11,False,0,Ackee_1.jpg,0,w,Ackee_1_15.png,11,correct,w,1958,150279.61,152238.42,28,16,15
11,L130922,12,False,0,Sapota_1.jpg,0,a,Sapota_1_16.png,12,incorrect,q,1517,158194.2,159712.13,28,17,16
12,L130922,13,False,0,Gac_1.jpg,0,q,Gac_1_14.png,13,correct,q,1364,165658.59,167022.96,28,15,14
13,L130922,14,False,0,ZF_1.jpg,0,q,ZF_1_14.png,14,correct,q,1379,172972.83,174351.94,28,15,14
14,L130922,15,False,0,Noni_1.jpg,0,w,Noni_1_15.png,15,correct,w,1591,180297.11,181888.15,28,16,15
15,L130922,16,False,0,Finger_1.jpg,0,s,Finger_1_17.png,16,correct,s,951,187831.44,188783.07,28,14,17
16,L130922,17,False,0,ZF_1.jpg,0,w,ZF_1_15.png,17,correct,w,857,194725.46,195583.12,28,15,15
17,L130922,18,False,0,Tamanid_1.jpg,0,q,Tamanid_1_14.png,18,correct,q,1221,201529.44,202751.14,28,14,14
18,L130922,19,False,0,Finger_1.jpg,0,q,Finger_1_14.png,19,correct,q,1195,208723.63,209919.58,28,14,14
19,L130922,20,False,0,Sapota_1.jpg,0,s,Sapota_1_17.png,20,incorrect,w,1501,215857.77,217359.73,28,17,17
20,L130922,21,False,0,Noni_1.jpg,0,a,Noni_1_16.png,21,correct,a,1208,223302.17,224510.54,28,16,16
21,L130922,22,False,0,Ake_1.jpg,0,s,Ake_1_17.png,22,correct,s,901,230456.3,231358.29,28,17,17
22,L130922,23,False,0,Ackee_1.jpg,0,a,Ackee_1_16.png,23,correct,a,909,237330.29,238239.62,28,16,16
23,L130922,24,False,0,Gac_1.jpg,0,w,Gac_1_15.png,24,correct,w,1014,244184.29,245198.3,28,15,15
24,L130922,25,False,0,Ackee_1.jpg,0,s,Ackee_1_17.png,25,correct,s,1102,251168.38,252271.11,28,16,17
25,L130922,26,False,0,Gac_1.jpg,0,a,Gac_1_16.png,26,correct,a,1744,258222.46,259967.35,28,15,16
26,L130922,27,False,0,ZF_1.jpg,0,a,ZF_1_16.png,27,incorrect,q,1102,265936.96,267039.34,28,15,16
27,L130922,28,False,0,Tamanid_1.jpg,0,w,Tamanid_1_15.png,28,correct,w,1066,272981.04,274047.28,28,14,15
28,L130922,29,False,0,Finger_1.jpg,0,w,Finger_1_15.png,29,correct,w,1167,280015.18,281182.65,28,14,15
29,L130922,30,False,0,Sapota_1.jpg,0,q,Sapota_1_14.png,30,correct,q,1366,287129.33,288495.37,28,17,14
30,L130922,31,False,0,Noni_1.jpg,0,s,Noni_1_17.png,31,correct,s,1394,294443.53,295838.26,28,16,17
31,L130922,32,False,0,Ake_1.jpg,0,q,Ake_1_14.png,32,correct,q,1629,301777.85,303407.22,28,17,14
0,A280722,1,False,0,Gac_1.jpg,0,s,Gac_1_17.png,1,correct,s,1833,233872.12,235705.39,13,15,17
1,A280722,2,False,0,ZF_1.jpg,0,s,ZF_1_17.png,2,incorrect,w,1728,241656.71,243384.83,13,15,17
2,A280722,3,False,0,Ackee_1.jpg,0,q,Ackee_1_14.png,3,correct,q,921,249361.17,250282.62,13,16,14
3,A280722,4,False,0,Noni_1.jpg,0,q,Noni_1_14.png,4,correct,q,1149,256235.17,257384.74,13,16,14
4,A280722,5,False,0,Sapota_1.jpg,0,w,Sapota_1_15.png,5,correct,w,1838,263339.35,265177.42,13,17,15
5,A280722,6,False,0,Ake_1.jpg,0,w,Ake_1_15.png,6,correct,w,891,271133.9,272025.17,13,17,15
6,A280722,7,False,0,Tamanid_1.jpg,0,a,Tamanid_1_16.png,7,correct,a,4015,277977.89,281993.29,13,14,16
7,A280722,8,False,0,Finger_1.jpg,0,a,Finger_1_16.png,8,correct,a,2529,287943.66,290473.56,13,14,16
8,A280722,9,False,0,Ake_1.jpg,0,a,Ake_1_16.png,9,correct,a,1222,296418.6,297640.68,13,17,16
9,A280722,10,False,0,Tamanid_1.jpg,0,s,Tamanid_1_17.png,10,correct,s,1824,303592.77,305417.57,13,14,17
10,A280722,11,False,0,Ackee_1.jpg,0,w,Ackee_1_15.png,11,correct,w,1166,311387.35,312553.42,13,16,15
11,A280722,12,False,0,Sapota_1.jpg,0,a,Sapota_1_16.png,12,correct,a,2175,318521.55,320696.91,13,17,16
12,A280722,13,False,0,Gac_1.jpg,0,q,Gac_1_14.png,13,correct,q,979,326646.26,327626.22,13,15,14
13,A280722,14,False,0,ZF_1.jpg,0,q,ZF_1_14.png,14,correct,q,766,333580.29,334346.37,13,15,14
14,A280722,15,False,0,Noni_1.jpg,0,w,Noni_1_15.png,15,correct,w,2228,340294.2,342522.5,13,16,15
15,A280722,16,False,0,Finger_1.jpg,0,s,Finger_1_17.png,16,correct,s,2404,348469.02,350873.91,13,14,17
16,A280722,17,False,0,ZF_1.jpg,0,w,ZF_1_15.png,17,correct,w,1568,356823.88,358392.79,13,15,15
17,A280722,18,False,0,Tamanid_1.jpg,0,q,Tamanid_1_14.png,18,correct,q,1742,364348.26,366090.55,13,14,14
18,A280722,19,False,0,Finger_1.jpg,0,q,Finger_1_14.png,19,correct,q,1982,372042.74,374025.01,13,14,14
19,A280722,20,False,0,Sapota_1.jpg,0,s,Sapota_1_17.png,20,correct,s,1307,379967.33,381274.65,13,17,17
20,A280722,21,False,0,Noni_1.jpg,0,a,Noni_1_16.png,21,correct,a,1814,387251.58,389066.02,13,16,16
21,A280722,22,False,0,Ake_1.jpg,0,s,Ake_1_17.png,22,correct,s,903,395026.11,395929.83,13,17,17
22,A280722,23,False,0,Ackee_1.jpg,0,a,Ackee_1_16.png,23,incorrect,q,1488,401880.1,403368.84,13,16,16
23,A280722,24,False,0,Gac_1.jpg,0,w,Gac_1_15.png,24,correct,w,1111,409314.53,410425.64,13,15,15
24,A280722,25,False,0,Ackee_1.jpg,0,s,Ackee_1_17.png,25,correct,s,1673,416368.61,418042.18,13,16,17
25,A280722,26,False,0,Gac_1.jpg,0,a,Gac_1_16.png,26,correct,a,1282,424023.07,425305.07,13,15,16
26,A280722,27,False,0,ZF_1.jpg,0,a,ZF_1_16.png,27,correct,a,2459,431247.25,433706.35,13,15,16
27,A280722,28,False,0,Tamanid_1.jpg,0,w,Tamanid_1_15.png,28,correct,w,1604,439652.13,441257.12,13,14,15
28,A280722,29,False,0,Finger_1.jpg,0,w,Finger_1_15.png,29,correct,w,1229,447196.59,448425.74,13,14,15
29,A280722,30,False,0,Sapota_1.jpg,0,q,Sapota_1_14.png,30,correct,q,1943,454370.75,456313.83,13,17,14
30,A280722,31,False,0,Noni_1.jpg,0,s,Noni_1_17.png,31,correct,s,2193,462265.33,464458.54,13,16,17
31,A280722,32,False,0,Ake_1.jpg,0,q,Ake_1_14.png,32,correct,q,1663,470410.13,472074.09,13,17,14
0,M270722,1,False,0,Gac_1.jpg,0,s,Gac_1_17.png,1,correct,s,2106,85896.63,88003.07,6,16,17
1,M270722,2,False,0,ZF_1.jpg,0,s,ZF_1_17.png,2,correct,s,1018,93961.28,94980.15,6,16,17
2,M270722,3,False,0,Ackee_1.jpg,0,q,Ackee_1_14.png,3,correct,q,3358,100965.36,104323.63,6,17,14
3,M270722,4,False,0,Noni_1.jpg,0,q,Noni_1_14.png,4,correct,q,2122,110280.8,112403.73,6,17,14
4,M270722,5,False,0,Sapota_1.jpg,0,w,Sapota_1_15.png,5,correct,w,1442,118385.57,119828.13,6,14,15
