,Session_Name_,Trial_Index_,Trial_Recycled_,block_number,pic_1,pic_type1_1,expected,pic_search_1,TRIAL_INDEX,RESPONSE,KEYPRESS,RT,DISPLAY_ON_TIME,KEY_RESPONSE_TIME,seq,presenting_type,prop_presentation
18,S120922,19,False,0,Finger_1.jpg,0,q,Finger_1_14.png,19,correct,q,1444,234926.22,236371.06,23,15,14
19,S120922,20,False,0,Sapota_1.jpg,0,s,Sapota_1_17.png,20,correct,s,834,242320.48,243155.04,23,14,17
20,S120922,21,False,0,Noni_1.jpg,0,a,Noni_1_16.png,21,correct,a,2254,249124.49,251378.79,23,17,16
21,S120922,22,False,0,Ake_1.jpg,0,s,Ake_1_17.png,22,correct,s,1201,257329.25,258530.74,23,14,17
22,S120922,23,False,0,Ackee_1.jpg,0,a,Ackee_1_16.png,23,correct,a,3033,264473.43,267506.71,23,17,16
23,S120922,24,False,0,Gac_1.jpg,0,w,Gac_1_15.png,24,correct,w,794,273448.62,274242.97,23,16,15
24,S120922,25,False,0,Ackee_1.jpg,0,s,Ackee_1_17.png,25,correct,s,1059,280192.53,281252.14,23,17,17
25,S120922,26,False,0,Gac_1.jpg,0,a,Gac_1_16.png,26,correct,a,685,287206.62,287892.05,23,16,16
26,S120922,27,False,0,ZF_1.jpg,0,a,ZF_1_16.png,27,incorrect,q,989,293830.5,294819.73,23,16,16
27,S120922,28,False,0,Tamanid_1.jpg,0,w,Tamanid_1_15.png,28,correct,w,1255,300764.52,302020.13,23,15,15
28,S120922,29,False,0,Finger_1.jpg,0,w,Finger_1_15.png,29,correct,w,1468,307958.73,309427.03,23,15,15
29,S120922,30,False,0,Sapota_1.jpg,0,q,Sapota_1_14.png,30,correct,q,1141,315373.03,316514.8,23,14,14
30,S120922,31,False,0,Noni_1.jpg,0,s,Noni_1_17.png,31,correct,s,736,322467.18,323203.61,23,17,17
31,S120922,32,False,0,Ake_1.jpg,0,q,Ake_1_14.png,32,correct,q,2659,329151.04,331810.75,23,14,14
0,M130922,1,False,0,Gac_1.jpg,0,s,Gac_1_17.png,1,correct,s,3844,79202.3,83047.15,26,14,17
1,M130922,2,False,0,ZF_1.jpg,0,s,ZF_1_17.png,2,correct,s,2557,89017.93,91575.61,26,14,17
2,M130922,3,False,0,Ackee_1.jpg,0,q,Ackee_1_14.png,3,correct,q,2126,97512.93,99639.38,26,15,14
3,M130922,4,False,0,Noni_1.jpg,0,q,Noni_1_14.png,4,correct,q,2413,105577.56,107991.1,26,15,14
4,M130922,5,False,0,Sapota_1.jpg,0,w,Sapota_1_15.png,5,correct,w,1312,113942.48,115255.28,26,16,15
5,M130922,6,False,0,Ake_1.jpg,0,w,Ake_1_15.png,6,correct,w,1408,121206.73,122615.55,26,16,15
6,M130922,7,False,0,Tamanid_1.jpg,0,a,Tamanid_1_16.png,7,incorrect,MISSING_DATA,-161359,128591.03,-32768.0,26,17,16
7,M130922,8,False,0,Finger_1.jpg,0,a,Finger_1_16.png,8,correct,a,2322,139587.39,141909.62,26,17,16
8,M130922,9,False,0,Ake_1.jpg,0,a,Ake_1_16.png,9,correct,a,2273,147862.2,150135.24,26,16,16
9,M130922,10,False,0,Tamanid_1.jpg,0,s,Tamanid_1_17.png,10,incorrect,MISSING_DATA,-188855,156087.04,-32768.0,26,17,17
10,M130922,11,False,0,Ackee_1.jpg,0,w,Ackee_1_15.png,11,correct,w,2118,167103.4,169222.01,26,15,15
11,M130922,12,False,0,Sapota_1.jpg,0,a,Sapota_1_16.png,12,correct,a,2597,175168.12,177765.76,26,16,16
12,M130922,13,False,0,Gac_1.jpg,0,q,Gac_1_14.png,13,correct,q,1189,183713.08,184902.21,26,14,14
13,M130922,14,False,0,ZF_1.jpg,0,q,ZF_1_14.png,14,correct,q,1032,190847.23,191879.45,26,14,14
14,M130922,15,False,0,Noni_1.jpg,0,w,Noni_1_15.png,15,correct,w,1423,197831.3,199254.92,26,15,15
15,M130922,16,False,0,Finger_1.jpg,0,s,Finger_1_17.png,16,correct,s,1850,205195.63,207046.11,26,17,17
16,M130922,17,False,0,ZF_1.jpg,0,w,ZF_1_15.png,17,correct,w,841,212990.16,213831.43,26,14,15
17,M130922,18,False,0,Tamanid_1.jpg,0,q,Tamanid_1_14.png,18,incorrect,s,3545,219774.08,223319.11,26,17,14
18,M130922,19,False,0,Finger_1.jpg,0,q,Finger_1_14.png,19,correct,q,1499,229259.59,230758.8,26,17,14
19,M130922,20,False,0,Sapota_1.jpg,0,s,Sapota_1_17.png,20,correct,s,2833,236723.95,239557.65,26,16,17
20,M130922,21,False,0,Noni_1.jpg,0,a,Noni_1_16.png,21,correct,a,2316,245529.12,247845.65,26,15,16
21,M130922,22,False,0,Ake_1.jpg,0,s,Ake_1_17.png,22,correct,s,1364,253793.89,255158.24,26,16,17
22,M130922,23,False,0,Ackee_1.jpg,0,a,Ackee_1_16.png,23,correct,a,1443,261108.19,262551.41,26,15,16
23,M130922,24,False,0,Gac_1.jpg,0,w,Gac_1_15.png,24,correct,w,1051,268522.47,269574.17,26,14,15
24,M130922,25,False,0,Ackee_1.jpg,0,s,Ackee_1_17.png,25,correct,s,2009,275516.55,277526.48,26,15,17
25,M130922,26,False,0,Gac_1.jpg,0,a,Gac_1_16.png,26,correct,a,1946,283501.21,285447.25,26,14,16
26,M130922,27,False,0,ZF_1.jpg,0,a,ZF_1_16.png,27,correct,a,1649,291395.81,293045.56,26,14,16
27,M130922,28,False,0,Tamanid_1.jpg,0,w,Tamanid_1_15.png,28,correct,w,2263,298990.22,301254.17,26,17,15
28,M130922,29,False,0,Finger_1.jpg,0,w,Finger_1_15.png,29,correct,w,2060,307224.99,309285.51,26,17,15
29,M130922,30,False,0,Sapota_1.jpg,0,q,Sapota_1_14.png,30,correct,q,1417,315229.63,316646.76,26,16,14
30,M130922,31,False,0,Noni_1.jpg,0,s,Noni_1_17.png,31,correct,s,2121,322604.02,324725.75,26,15,17
31,M130922,32,False,0,Ake_1.jpg,0,q,Ake_1_14.png,32,correct,q,1786,330668.66,332455.27,26,16,14
0,I270722,1,False,0,Gac_1.jpg,0,s,Gac_1_17.png,1,correct,s,1646,220872.79,222519.56,8,17,17
1,I270722,2,False,0,ZF_1.jpg,0,s,ZF_1_17.png,2,correct,s,1337,228477.27,229814.89,8,17,17
2,I270722,3,False,0,Ackee_1.jpg,0,q,Ackee_1_14.png,3,correct,q,1819,235771.55,237590.72,8,14,14
3,I270722,4,False,0,Noni_1.jpg,0,q,Noni_1_14.png,4,correct,q,967,243536.03,244503.23,8,14,14
4,I270722,5,False,0,Sapota_1.jpg,0,w,Sapota_1_15.png,5,correct,w,1094,250480.1,251574.63,8,15,15
5,I270722,6,False,0,Ake_1.jpg,0,w,Ake_1_15.png,6,correct,w,1012,257554.22,258566.8,8,15,15
6,I270722,7,False,0,Tamanid_1.jpg,0,a,Tamanid_1_16.png,7,correct,a,2038,264528.27,266566.6,8,16,16
7,I270722,8,False,0,Finger_1.jpg,0,a,Finger_1_16.png,8,correct,a,1387,272522.99,273910.34,8,16,16
8,I270722,9,False,0,Ake_1.jpg,0,a,Ake_1_16.png,9,correct,a,2085,279857.28,281942.58,8,15,16
9,I270722,10,False,0,Tamanid_1.jpg,0,s,Tamanid_1_17.png,10,correct,s,1488,287911.92,289400.04,8,16,17
10,I270722,11,False,0,Ackee_1.jpg,0,w,Ackee_1_15.png,11,correct,w,836,295346.29,296182.54,8,14,15
11,I270722,12,False,0,Sapota_1.jpg,0,a,Sapota_1_16.png,12,correct,a,2005,302130.21,304135.69,8,15,16
12,I270722,13,False,0,Gac_1.jpg,0,q,Gac_1_14.png,13,correct,q,797,310104.87,310902.48,8,17,14
13,I270722,14,False,0,ZF_1.jpg,0,q,ZF_1_14.png,14,correct,q,1189,316848.82,318038.21,8,17,14
14,I270722,15,False,0,Noni_1.jpg,0,w,Noni_1_15.png,15,correct,w,1177,324013.0,325190.73,8,14,15
15,I270722,16,False,0,Finger_1.jpg,0,s,Finger_1_17.png,16,incorrect,q,1975,331167.19,333142.81,8,16,17
16,I270722,17,False,0,ZF_1.jpg,0,w,ZF_1_15.png,17,correct,w,1010,339091.79,340102.69,8,17,15
17,I270722,18,False,0,Tamanid_1.jpg,0,q,Tamanid_1_14.png,18,correct,q,1097,346045.88,347143.03,8,16,14
18,I270722,19,False,0,Finger_1.jpg,0,q,Finger_1_14.png,19,correct,q,1429,353089.96,354519.36,8,16,14
19,I270722,20,False,0,Sapota_1.jpg,0,s,Sapota_1_17.png,20,correct,s,1270,360464.26,361734.4,8,15,17
20,I270722,21,False,0,Noni_1.jpg,0,a,Noni_1_16.png,21,correct,a,1289,367678.45,368967.96,8,14,16
21,I270722,22,False,0,Ake_1.jpg,0,s,Ake_1_17.png,22,correct,s,1112,374942.69,376055.6,8,15,17
22,I270722,23,False,0,Ackee_1.jpg,0,a,Ackee_1_16.png,23,correct,a,1328,382006.87,383335.33,8,14,16
23,I270722,24,False,0,Gac_1.jpg,0,w,Gac_1_15.png,24,correct,w,1077,389281.11,390358.88,8,17,15
24,I270722,25,False,0,Ackee_1.jpg,0,s,Ackee_1_17.png,25,correct,s,1654,396305.2,397959.79,8,14,17
25,I270722,26,False,0,Gac_1.jpg,0,a,Gac_1_16.png,26,correct,a,2161,403909.64,406071.41,8,17,16
26,I270722,27,False,0,ZF_1.jpg,0,a,ZF_1_16.png,27,correct,a,927,412024.32,412951.39,8,17,16
27,I270722,28,False,0,Tamanid_1.jpg,0,w,Tamanid_1_15.png,28,correct,w,1557,418898.35,420455.58,8,16,15
28,I270722,29,False,0,Finger_1.jpg,0,w,Finger_1_15.png,29,correct,w,735,426422.7,427158.51,8,16,15
29,I270722,30,False,0,Sapota_1.jpg,0,q,Sapota_1_14.png,30,correct,q,880,433126.62,434006.76,8,15,14
30,I270722,31,False,0,Noni_1.jpg,0,s,Noni_1_17.png,31,correct,s,1031,439950.66,440982.59,8,14,17
31,I270722,32,False,0,Ake_1.jpg,0,q,Ake_1_14.png,32,correct,q,985,446924.66,447910.31,8,15,14
0,M010822,1,False,0,Gac_1.jpg,0,s,Gac_1_17.png,1,correct,s,3197,99244.47,102441.84,20,15,17
1,M010822,2,False,0,ZF_1.jpg,0,s,ZF_1_17.png,2,correct,s,1651,108389.82,110041.5,20,15,17
2,M010822,3,False,0,Ackee_1.jpg,0,q,Ackee_1_14.png,3,incorrect,a,1529,115984.28,117514.02,20,16,14
3,M010822,4,False,0,Noni_1.jpg,0,q,Noni_1_14.png,4,correct,q,1729,123448.57,125178.52,20,16,14
4,M010822,5,False,0,Sapota_1.jpg,0,w,Sapota_1_15.png,5,correct,w,1219,131143.12,132362.92,20,17,15
5,M010822,6,False,0,Ake_1.jpg,0,w,Ake_1_15.png,6,correct,w,1047,138307.23,139354.35,20,17,15
6,M010822,7,False,0,Tamanid_1.jpg,0,a,Tamanid_1_16.png,7,incorrect,q,1311,145291.33,146602.94,20,14,16
7,M010822,8,False,0,Finger_1.jpg,0,a,Finger_1_16.png,8,correct,a,3154,152535.59,155689.79,20,14,16
8,M010822,9,False,0,Ake_1.jpg,0,a,Ake_1_16.png,9,correct,a,1629,161660.87,163290.15,20,17,16
9,M010822,10,False,0,Tamanid_1.jpg,0,s,Tamanid_1_17.png,10,correct,s,1440,169225.27,170665.4,20,14,17
10,M010822,11,False,0,Ackee_1.jpg,0,w,Ackee_1_15.png,11,correct,w,2082,176599.64,178682.56,20,16,15
11,M010822,12,False,0,Sapota_1.jpg,0,a,Sapota_1_16.png,12,correct,a,1828,184614.32,186443.19,20,17,16
12,M010822,13,False,0,Gac_1.jpg,0,q,Gac_1_14.png,13,correct,q,1989,192388.84,194378.73,20,15,14
13,M010822,14,False,0,ZF_1.jpg,0,q,ZF_1_14.png,14,correct,q,999,200323.49,201322.61,20,15,14
14,M010822,15,False,0,Noni_1.jpg,0,w,Noni_1_15.png,15,correct,w,2000,207257.52,209257.84,20,16,15
15,M010822,16,False,0,Finger_1.jpg,0,s,Finger_1_17.png,16,correct,s,1345,215192.16,216537.77,20,14,17
16,M010822,17,False,0,ZF_1.jpg,0,w,ZF_1_15.png,17,correct,w,1469,222476.37,223946.22,20,15,15
17,M010822,18,False,0,Tamanid_1.jpg,0,q,Tamanid_1_14.png,18,correct,q,2772,229910.68,232683.0,20,14,14
18,M010822,19,False,0,Finger_1.jpg,0,q,Finger_1_14.png,19,correct,q,1112,238625.76,239738.62,20,14,14
19,M010822,20,False,0,Sapota_1.jpg,0,s,Sapota_1_17.png,20,correct,s,1770,245679.89,247450.69,20,17,17
20,M010822,21,False,0,Noni_1.jpg,0,a,Noni_1_16.png,21,correct,a,2403,253414.45,255817.65,20,16,16
21,M010822,22,False,0,Ake_1.jpg,0,s,Ake_1_17.png,22,correct,s,3018,261759.31,264777.88,20,17,17
22,M010822,23,False,0,Ackee_1.jpg,0,a,Ackee_1_16.png,23,correct,a,1359,270714.54,272074.32,20,16,16
23,M010822,24,False,0,Gac_1.jpg,0,w,Gac_1_15.png,24,correct,w,1586,278008.82,279595.13,20,15,15
24,M010822,25,False,0,Ackee_1.jpg,0,s,Ackee_1_17.png,25,correct,s,1684,285543.15,287227.27,20,16,17
25,M010822,26,False,0,Gac_1.jpg,0,a,Gac_1_16.png,26,correct,a,1087,293177.6,294265.6,20,15,16
26,M010822,27,False,0,ZF_1.jpg,0,a,ZF_1_16.png,27,correct,a,1345,300201.7,301546.87,20,15,16
27,M010822,28,False,0,Tamanid_1.jpg,0,w,Tamanid_1_15.png,28,correct,w,1655,307475.94,309131.11,20,14,15
28,M010822,29,False,0,Finger_1.jpg,0,w,Finger_1_15.png,29,correct,w,2140,315070.41,317210.73,20,14,15
29,M010822,30,False,0,Sapota_1.jpg,0,q,Sapota_1_14.png,30,correct,q,1713,323145.14,324858.77,20,17,14
30,M010822,31,False,0,Noni_1.jpg,0,s,Noni_1_17.png,31,correct,s,2212,330789.56,333002.18,20,16,17
31,M010822,32,False,0,Ake_1.jpg,0,q,Ake_1_14.png,32,correct,q,1059,338934.37,339993.46,20,17,14
0,D140922,1,False,0,Gac_1.jpg,0,s,Gac_1_17.png,1,correct,s,2768,280894.05,283662.23,31,16,17
1,D140922,2,False,0,ZF_1.jpg,0,s,ZF_1_17.png,2,correct,s,3636,289609.13,293245.86,31,16,17
2,D140922,3,False,0,Ackee_1.jpg,0,q,Ackee_1_14.png,3,correct,q,2147,299194.72,301341.93,31,17,14
3,D140922,4,False,0,Noni_1.jpg,0,q,Noni_1_14.png,4,correct,q,4166,307319.46,311486.07,31,17,14
4,D140922,5,False,0,Sapota_1.jpg,0,w,Sapota_1_15.png,5,correct,w,2105,317445.36,319550.62,31,14,15
5,D140922,6,False,0,Ake_1.jpg,0,w,Ake_1_15.png,6,correct,w,1522,325500.05,327022.7,31,14,15
6,D140922,7,False,0,Tamanid_1.jpg,0,a,Tamanid_1_16.png,7,correct,a,3973,332984.4,336957.61,31,15,16
7,D140922,8,False,0,Finger_1.jpg,0,a,Finger_1_16.png,8,correct,a,2464,342910.18,345375.01,31,15,16
8,D140922,9,False,0,Ake_1.jpg,0,a,Ake_1_16.png,9,incorrect,MISSING_DATA,-384083,351315.03,-32768.0,31,14,16
9,D140922,10,False,0,Tamanid_1.jpg,0,s,Tamanid_1_17.png,10,incorrect,MISSING_DATA,-395079,362311.49,-32768.0,31,15,17
10,D140922,11,False,0,Ackee_1.jpg,0,w,Ackee_1_15.png,11,correct,w,4129,373307.86,377437.66,31,17,15
11,D140922,12,False,0,Sapota_1.jpg,0,a,Sapota_1_16.png,12,correct,a,1958,383383.72,385342.18,31,14,16
12,D140922,13,False,0,Gac_1.jpg,0,q,Gac_1_14.png,13,correct,q,966,391288.31,392254.59,31,16,14
13,D140922,14,False,0,ZF_1.jpg,0,q,ZF_1_14.png,14,incorrect,MISSING_DATA,-431000,398232.34,-32768.0,31,16,14
14,D140922,15,False,0,Noni_1.jpg,0,w,Noni_1_15.png,15,correct,w,1472,409228.8,410701.44,31,17,15
15,D140922,16,False,0,Finger_1.jpg,0,s,Finger_1_17.png,16,incorrect,MISSING_DATA,-449441,416673.12,-32768.0,31,15,17
16,D140922,17,False,0,ZF_1.jpg,0,w,ZF_1_15.png,17,incorrect,MISSING_DATA,-460427,427659.52,-32768.0,31,16,15
17,D140922,18,False,0,Tamanid_1.jpg,0,q,Tamanid_1_14.png,18,incorrect,MISSING_DATA,-471443,438675.89,-32768.0,31,15,14
18,D140922,19,False,0,Finger_1.jpg,0,q,Finger_1_14.png,19,correct,q,1622,449702.35,451325.25,31,15,14
19,D140922,20,False,0,Sapota_1.jpg,0,s,Sapota_1_17.png,20,correct,s,2029,457296.74,459326.34,31,14,17
20,D140922,21,False,0,Noni_1.jpg,0,a,Noni_1_16.png,21,correct,a,1623,465271.37,466894.81,31,17,16
21,D140922,22,False,0,Ake_1.jpg,0,s,Ake_1_17.png,22,correct,s,1708,472865.77,474574.5,31,14,17
22,D140922,23,False,0,Ackee_1.jpg,0,a,Ackee_1_16.png,23,correct,a,1813,480520.23,482334.21,31,17,16
23,D140922,24,False,0,Gac_1.jpg,0,w,Gac_1_15.png,24,correct,w,1725,488304.8,490030.66,31,16,15
24,D140922,25,False,0,Ackee_1.jpg,0,s,Ackee_1_17.png,25,correct,s,1214,495999.31,497213.79,31,17,17
25,D140922,26,False,0,Gac_1.jpg,0,a,Gac_1_16.png,26,correct,a,1011,503193.44,504205.34,31,16,16
26,D140922,27,False,0,ZF_1.jpg,0,a,ZF_1_16.png,27,incorrect,q,1882,510147.57,512030.07,31,16,16
27,D140922,28,False,0,Tamanid_1.jpg,0,w,Tamanid_1_15.png,28,correct,w,1039,517982.1,519021.71,31,15,15
28,D140922,29,False,0,Finger_1.jpg,0,w,Finger_1_15.png,29,correct,w,2381,524976.17,527358.02,31,15,15
29,D140922,30,False,0,Sapota_1.jpg,0,q,Sapota_1_14.png,30,correct,q,1386,533330.99,534717.31,31,14,14
30,D140922,31,False,0,Noni_1.jpg,0,s,Noni_1_17.png,31,correct,s,1971,540665.27,542636.9,31,17,17
31,D140922,32,False,0,Ake_1.jpg,0,q,Ake_1_14.png,32,correct,q,2074,548579.91,550654.67,31,14,14
0,Da280722,1,False,0,Gac_1.jpg,0,s,Gac_1_17.png,1,correct,s,1672,122439.53,124112.21,11,14,17
1,Da280722,2,False,0,ZF_1.jpg,0,s,ZF_1_17.png,2,correct,s,2028,130083.95,132111.96,11,14,17
2,Da280722,3,False,0,Ackee_1.jpg,0,q,Ackee_1_14.png,3,correct,q,1818,138068.6,139886.68,11,15,14
3,Da280722,4,False,0,Noni_1.jpg,0,q,Noni_1_14.png,4,correct,q,795,145843.16,146638.72,11,15,14
4,Da280722,5,False,0,Sapota_1.jpg,0,w,Sapota_1_15.png,5,correct,w,2155,152597.13,154752.23,11,16,15
5,Da280722,6,False,0,Ake_1.jpg,0,w,Ake_1_15.png,6,correct,w,1507,160731.84,162239.29,11,16,15
6,Da280722,7,False,0,Tamanid_1.jpg,0,a,Tamanid_1_16.png,7,correct,a,1876,168186.24,170063.01,11,17,16
7,Da280722,8,False,0,Finger_1.jpg,0,a,Finger_1_16.png,8,correct,a,3353,176020.81,179374.45,11,17,16
8,Da280722,9,False,0,Ake_1.jpg,0,a,Ake_1_16.png,9,correct,a,2477,185346.2,187823.88,11,16,16
9,Da280722,10,False,0,Tamanid_1.jpg,0,s,Tamanid_1_17.png,10,correct,s,1011,193771.17,194782.96,11,17,17
10,Da280722,11,False,0,Ackee_1.jpg,0,w,Ackee_1_15.png,11,correct,w,1082,200725.22,201807.49,11,15,15
11,Da280722,12,False,0,Sapota_1.jpg,0,a,Sapota_1_16.png,12,correct,a,955,207779.26,208734.54,11,16,16
12,Da280722,13,False,0,Gac_1.jpg,0,q,Gac_1_14.png,13,correct,q,1215,214703.31,215918.85,11,14,14
13,Da280722,14,False,0,ZF_1.jpg,0,q,ZF_1_14.png,14,correct,q,996,221867.56,222863.57,11,14,14
14,Da280722,15,False,0,Noni_1.jpg,0,w,Noni_1_15.png,15,incorrect,q,3471,228831.61,232302.78,11,15,15
15,Da280722,16,False,0,Finger_1.jpg,0,s,Finger_1_17.png,16,correct,s,1453,238257.06,239710.7,11,17,17
16,Da280722,17,False,0,ZF_1.jpg,0,w,ZF_1_15.png,17,correct,w,1265,245661.4,246927.06,11,14,15
17,Da280722,18,False,0,Tamanid_1.jpg,0,q,Tamanid_1_14.png,18,incorrect,s,4157,252865.59,257022.65,11,17,14
18,Da280722,19,False,0,Finger_1.jpg,0,q,Finger_1_14.png,19,correct,q,2244,262971.49,265215.9,11,17,14
19,Da280722,20,False,0,Sapota_1.jpg,0,s,Sapota_1_17.png,20,correct,s,2544,271166.29,273710.66,11,16,17
20,Da280722,21,False,0,Noni_1.jpg,0,a,Noni_1_16.png,21,correct,a,1106,279661.22,280767.28,11,15,16
21,Da280722,22,False,0,Ake_1.jpg,0,s,Ake_1_17.png,22,correct,s,755,286715.35,287470.59,11,16,17
22,Da280722,23,False,0,Ackee_1.jpg,0,a,Ackee_1_16.png,23,correct,a,1200,293439.28,294639.88,11,15,16
23,Da280722,24,False,0,Gac_1.jpg,0,w,Gac_1_15.png,24,correct,w,973,300593.44,301566.92,11,14,15
24,Da280722,25,False,0,Ackee_1.jpg,0,s,Ackee_1_17.png,25,correct,s,753,307517.49,308271.35,11,15,17
25,Da280722,26,False,0,Gac_1.jpg,0,a,Gac_1_16.png,26,correct,a,2620,314211.41,316831.56,11,14,16
26,Da280722,27,False,0,ZF_1.jpg,0,a,ZF_1_16.png,27,correct,a,1799,322776.38,324575.69,11,14,16
27,Da280722,28,False,0,Tamanid_1.jpg,0,w,Tamanid_1_15.png,28,correct,w,2231,330520.89,332752.5,11,17,15
28,Da280722,29,False,0,Finger_1.jpg,0,w,Finger_1_15.png,29,correct,w,2038,338695.65,340734.64,11,17,15
29,Da280722,30,False,0,Sapota_1.jpg,0,q,Sapota_1_14.png,30,correct,q,2290,346700.37,348990.66,11,16,14
30,Da280722,31,False,0,Noni_1.jpg,0,s,Noni_1_17.png,31,correct,s,1065,354935.17,356000.4,11,15,17
31,Da280722,32,False,0,Ake_1.jpg,0,q,Ake_1_14.png,32,correct,q,2273,361949.22,364222.58,11,16,14
0,A1010822,1,False,0,Gac_1.jpg,0,s,Gac_1_17.png,1,incorrect,MISSING_DATA,-222755,189987.37,-32768.0,17,17,17
1,A1010822,2,False,0,ZF_1.jpg,0,s,ZF_1_17.png,2,correct,s,2150,200993.78,203144.35,17,17,17
2,A1010822,3,False,0,Ackee_1.jpg,0,q,Ackee_1_14.png,3,correct,q,3193,209088.58,212282.17,17,14,14
3,A1010822,4,False,0,Noni_1.jpg,0,q,Noni_1_14.png,4,incorrect,a,3328,218233.87,221562.0,17,14,14
4,A1010822,5,False,0,Sapota_1.jpg,0,w,Sapota_1_15.png,5,correct,w,2853,227539.34,230393.27,17,15,15
5,A1010822,6,False,0,Ake_1.jpg,0,w,Ake_1_15.png,6,incorrect,MISSING_DATA,-269152,236384.54,-32768.0,17,15,15
6,A1010822,7,False,0,Tamanid_1.jpg,0,a,Tamanid_1_16.png,7,incorrect,q,1763,247380.89,249144.49,17,16,16
7,A1010822,8,False,0,Finger_1.jpg,0,a,Finger_1_16.png,8,correct,a,2200,255105.45,257305.65,17,16,16
8,A1010822,9,False,0,Ake_1.jpg,0,a,Ake_1_16.png,9,incorrect,s,4728,263280.23,268009.09,17,15,16
9,A1010822,10,False,0,Tamanid_1.jpg,0,s,Tamanid_1_17.png,10,incorrect,MISSING_DATA,-306744,273976.43,-32768.0,17,16,17
10,A1010822,11,False,0,Ackee_1.jpg,0,w,Ackee_1_15.png,11,correct,w,1271,284992.89,286264.54,17,14,15
11,A1010822,12,False,0,Sapota_1.jpg,0,a,Sapota_1_16.png,12,correct,a,2527,292217.1,294744.46,17,15,16
12,A1010822,13,False,0,Gac_1.jpg,0,q,Gac_1_14.png,13,correct,q,1220,300692.03,301912.2,17,17,14
13,A1010822,14,False,0,ZF_1.jpg,0,q,ZF_1_14.png,14,correct,q,809,307856.19,308665.77,17,17,14
14,A1010822,15,False,0,Noni_1.jpg,0,w,Noni_1_15.png,15,correct,w,1062,314610.16,315672.58,17,14,15
15,A1010822,16,False,0,Finger_1.jpg,0,s,Finger_1_17.png,16,correct,s,1570,321654.29,323224.6,17,16,17
16,A1010822,17,False,0,ZF_1.jpg,0,w,ZF_1_15.png,17,correct,w,1278,329178.65,330457.55,17,17,15
17,A1010822,18,False,0,Tamanid_1.jpg,0,q,Tamanid_1_14.png,18,correct,q,1573,336402.89,337976.8,17,16,14
18,A1010822,19,False,0,Finger_1.jpg,0,q,Finger_1_14.png,19,correct,q,1419,343917.28,345337.14,17,16,14
19,A1010822,20,False,0,Sapota_1.jpg,0,s,Sapota_1_17.png,20,correct,s,1612,351291.54,352904.36,17,15,17
20,A1010822,21,False,0,Noni_1.jpg,0,a,Noni_1_16.png,21,correct,a,1971,358886.07,360857.96,17,14,16
21,A1010822,22,False,0,Ake_1.jpg,0,s,Ake_1_17.png,22,incorrect,w,2621,366810.71,369432.21,17,15,17
22,A1010822,23,False,0,Ackee_1.jpg,0,a,Ackee_1_16.png,23,correct,a,2938,375375.6,378313.81,17,14,16
23,A1010822,24,False,0,Gac_1.jpg,0,w,Gac_1_15.png,24,incorrect,MISSING_DATA,-417038,384270.8,-32768.0,17,17,15
24,A1010822,25,False,0,Ackee_1.jpg,0,s,Ackee_1_17.png,25,correct,s,1301,395267.28,396569.03,17,14,17
25,A1010822,26,False,0,Gac_1.jpg,0,a,Gac_1_16.png,26,correct,a,1839,402521.49,404360.58,17,17,16
26,A1010822,27,False,0,ZF_1.jpg,0,a,ZF_1_16.png,27,incorrect,s,2534,410306.05,412840.63,17,17,16
27,A1010822,28,False,0,Tamanid_1.jpg,0,w,Tamanid_1_15.png,28,incorrect,MISSING_DATA,-451559,418791.01,-32768.0,17,16,15
28,A1010822,29,False,0,Finger_1.jpg,0,w,Finger_1_15.png,29,correct,w,1540,429797.44,431337.71,17,16,15
29,A1010822,30,False,0,Sapota_1.jpg,0,q,Sapota_1_14.png,30,correct,q,1034,437311.83,438346.21,17,15,14
30,A1010822,31,False,0,Noni_1.jpg,0,s,Noni_1_17.png,31,correct,s,1229,444315.89,445545.02,17,14,17
31,A1010822,32,False,0,Ake_1.jpg,0,q,Ake_1_14.png,32,incorrect,w,3869,451500.03,455369.47,17,15,14
0,A130922,1,False,0,Gac_1.jpg,0,s,Gac_1_17.png,1,correct,s,1440,75734.22,77174.56,25,17,17
1,A130922,2,False,0,ZF_1.jpg,0,s,ZF_1_17.png,2,correct,s,1549,83128.54,84678.48,25,17,17
2,A130922,3,False,0,Ackee_1.jpg,0,q,Ackee_1_14.png,3,correct,q,1615,90632.93,92248.28,25,14,14
3,A130922,4,False,0,Noni_1.jpg,0,q,Noni_1_14.png,4,correct,q,1121,98197.32,99319.1,25,14,14
4,A130922,5,False,0,Sapota_1.jpg,0,w,Sapota_1_15.png,5,correct,w,2690,105301.44,107991.47,25,15,15
5,A130922,6,False,0,Ake_1.jpg,0,w,Ake_1_15.png,6,correct,w,1293,113946.55,115239.6,25,15,15
6,A130922,7,False,0,Tamanid_1.jpg,0,a,Tamanid_1_16.png,7,correct,a,2704,121190.75,123895.6,25,16,16
7,A130922,8,False,0,Finger_1.jpg,0,a,Finger_1_16.png,8,correct,a,3809,129845.77,133655.67,25,16,16
8,A130922,9,False,0,Ake_1.jpg,0,a,Ake_1_16.png,9,correct,a,1349,139601.47,140950.87,25,15,16
9,A130922,10,False,0,Tamanid_1.jpg,0,s,Tamanid_1_17.png,10,incorrect,a,2280,146925.7,149206.23,25,16,17
