"Ackee_1, 3, 5, 6, 12, 13, 14, 15, 17, 19, 22, 25, 26, 28, 30, 31, 35"
"Ake_1, 1, 3, 5, 6, 9, 12, 15, 17, 19, 23, 25, 27, 28, 30, 31, 36"
"Finger_1, 1, 6, 7, 9, 10, 12, 15, 17, 20, 23, 25, 27, 28, 30, 32, 35"
"Gac_1, 1, 6, 7, 9, 10, 12, 14, 17, 20, 23, 24, 26, 27, 32, 34, 35"
"Noni_1 , 2, 4, 7, 8, 10, 14, 17, 18, 20, 24, 26, 27, 28, 32, 34, 36"
"Sapota_1, 2, 3, 4, 5, 10, 13, 14, 16, 19, 20, 23, 24, 31, 33, 34, 36"
"Tamanid_1, 2, 3, 4, 5, 11, 13, 14, 17, 19, 21, 22, 24, 27, 28, 31,  34"
"ZF_1, 1, 4, 6, 7, 9, 10, 13, 16, 19, 20, 23, 24, 31, 33, 34, 36"
